recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,customer_types
2,175.01789897007646,1,0,2,1,2,0,0,0,0
1,530.5144872703094,1,0,1,1,1,0,0,0,0
11,127.67781197871005,0,1,1,0,2,0,0,0,0
2,72.72461842055179,0,1,1,1,1,0,0,0,0
4,1177.6679412396645,0,1,2,1,2,0,0,0,0
3,539.0052123264455,1,0,1,1,2,0,0,0,0
9,70.92418461884608,1,0,2,0,1,0,0,0,0
2,403.3364341545879,0,1,1,0,3,0,0,0,0
8,36.436432097593865,1,0,1,0,2,0,0,0,0
10,157.90560324025373,1,0,1,0,2,0,0,0,0
8,29.99,0,1,2,1,1,0,0,0,0
1,908.6149804320794,1,1,1,1,3,0,0,0,0
10,183.74818239456926,0,1,1,0,1,0,0,0,0
1,494.7175971318838,0,1,2,0,3,0,0,0,0
9,154.3323120810333,0,1,1,0,1,0,0,0,0
6,76.92699035501565,0,1,2,0,1,0,0,0,0
10,267.3837682845814,0,0,1,0,1,0,0,0,0
7,45.59158325648482,0,1,1,0,1,0,0,0,0
10,36.34419846273567,0,1,1,1,1,0,0,0,0
4,29.99,1,0,3,1,1,0,0,0,0
10,315.31086870708083,0,1,1,0,1,0,0,0,0
9,474.0781587682809,0,0,1,0,2,0,0,0,0
5,29.99,1,0,1,0,1,0,0,0,0
8,178.9820806960476,0,1,1,0,1,0,0,0,0
1,72.83202169603557,0,0,2,0,2,0,0,0,0
2,737.7830502440045,1,0,1,1,2,0,0,0,0
1,222.14785427923934,1,0,2,0,1,0,0,0,0
6,170.36944353189645,0,1,1,0,2,0,0,0,0
2,810.9689001291041,0,1,3,1,2,0,0,0,0
6,262.64634314507333,1,0,1,0,1,0,0,0,0
10,29.99,0,1,2,0,2,0,0,0,0
7,332.7274789423241,0,0,1,0,3,0,0,0,0
6,343.7050545832709,1,0,1,0,1,0,0,0,0
11,365.73617303315007,1,0,1,0,2,0,0,0,0
6,63.88502386341803,1,0,1,1,2,0,0,0,0
6,175.8893831022511,1,0,2,0,1,0,0,0,0
8,29.99,0,1,1,0,1,0,0,0,0
2,306.0970531084726,0,0,2,0,1,0,0,0,0
6,29.99,0,1,1,1,1,0,0,0,0
6,29.99,0,1,1,1,1,0,0,0,0
10,319.5693663397728,0,0,3,0,1,0,0,0,0
9,305.7508915973209,0,1,1,0,1,0,0,0,0
6,164.07864325162316,1,0,2,0,1,0,0,0,0
8,46.84695594126293,0,1,2,1,1,0,0,0,0
10,98.0297054645307,1,0,3,0,1,0,0,0,0
9,190.2135995714326,1,0,2,1,2,0,0,0,0
1,812.9077068444841,1,0,1,1,2,0,0,0,0
9,213.0840812928796,0,1,1,1,1,0,0,0,0
4,155.52483460387876,0,0,1,1,1,0,0,0,0
4,479.0575240365806,1,1,2,0,1,0,0,0,0
2,402.4682468367392,0,1,1,0,1,0,0,0,0
6,29.99,0,1,2,0,1,0,0,0,0
5,29.99,0,1,1,1,2,0,0,0,0
1,231.42764709084332,0,0,1,1,1,0,0,0,0
8,29.99,1,0,1,1,2,0,0,0,0
5,225.01495103731924,0,1,2,1,2,0,0,0,0
3,96.36207895946073,1,0,1,0,1,0,0,0,0
7,95.41847503704398,1,0,1,0,1,0,0,0,0
7,194.49505925135267,0,1,1,0,2,0,0,0,0
1,1306.7377325652,0,1,1,1,3,0,0,0,0
11,29.99,1,0,1,1,1,0,0,0,0
2,288.7035167624519,0,1,1,0,1,0,0,0,0
3,101.4157203762833,0,1,1,0,2,0,0,0,0
7,31.870108307727698,0,1,1,1,1,0,0,0,0
10,114.16144170682443,1,0,2,0,2,0,0,0,0
3,106.1631452401571,1,0,1,1,2,0,0,0,0
11,230.0831320705751,0,1,2,1,1,0,0,0,0
1,790.4892532868903,1,0,1,1,2,0,0,0,0
12,29.99,0,1,1,1,1,0,0,0,0
10,61.47237682666091,1,0,1,1,1,0,0,0,0
1,357.5660092838419,0,1,2,0,2,0,0,0,0
2,368.9571637060552,1,0,1,0,3,0,0,0,0
11,29.99,0,1,2,0,2,0,0,0,0
9,128.50694616429786,0,1,1,1,1,0,0,0,0
9,35.280006639678454,0,1,1,1,1,0,0,0,0
5,155.21,0,0,1,0,2,0,0,0,0
1,180.02587634965124,0,0,3,1,2,0,0,0,0
10,312.2440996469856,1,0,2,0,1,0,0,0,0
2,370.4664079209324,0,1,1,0,1,0,0,0,0
6,66.88462478158979,0,1,2,0,2,0,0,0,0
1,83.60722859637386,1,0,1,1,2,0,0,0,0
10,55.62692797766261,0,1,1,0,1,0,0,0,0
9,468.1298461078378,0,0,2,0,3,0,0,0,0
11,78.10295429512391,0,1,1,0,1,0,0,0,0
3,29.99,0,1,1,0,1,0,0,0,0
4,100.83211352663373,1,0,1,0,1,0,0,0,0
7,298.0273648053335,1,0,1,0,1,0,0,0,0
9,71.02093225837062,1,0,1,0,2,0,0,0,0
6,944.9050869198464,1,0,2,1,1,0,0,0,0
9,29.99,1,0,2,1,1,0,0,0,0
4,420.91242994226826,0,1,1,0,1,0,0,0,0
9,238.33530327147025,0,1,1,0,2,0,0,0,0
5,203.91767137638308,0,1,2,0,2,0,0,0,0
9,462.22794179756704,0,0,2,0,1,0,0,0,0
2,42.644708106015834,1,0,2,1,2,0,0,0,0
3,323.48307795469134,1,0,1,0,2,0,0,0,0
12,60.479066036902296,0,0,3,1,1,0,0,0,0
10,130.45679983340418,0,1,2,0,2,0,0,0,0
1,225.66128772018172,0,1,1,1,1,0,0,0,0
3,935.040444780473,1,0,2,1,3,0,0,0,0
5,151.76909541819037,1,0,1,0,2,0,0,0,0
3,196.03306277411224,1,0,1,0,2,0,0,0,0
8,126.48705756423915,1,0,2,0,1,0,0,0,0
3,272.5927698404527,1,1,1,0,2,0,0,0,0
1,71.37942997566734,1,0,1,1,1,0,0,0,0
1,139.79255889298577,1,0,1,1,2,0,0,0,0
1,621.07180131132,0,1,2,1,1,0,0,0,0
8,260.77231201322866,1,0,1,0,1,0,0,0,0
1,695.9124040152356,0,1,2,1,2,0,0,0,0
9,58.977671044240815,0,1,2,1,2,0,0,0,0
11,29.99,0,1,1,0,1,0,0,0,0
2,203.0352800370524,0,1,1,1,2,0,0,0,0
12,29.99,0,1,2,1,1,0,0,0,0
9,95.3275108967879,1,0,2,1,2,0,0,0,0
1,121.09285553153047,1,0,1,0,1,0,0,0,0
7,319.36583208844894,0,1,1,0,1,0,0,0,0
8,504.22498889214637,0,1,1,1,1,0,0,0,0
3,29.99,0,1,3,1,1,0,0,0,0
3,241.40658397824677,0,1,1,0,1,0,0,0,0
9,70.98573341473993,0,0,2,0,2,0,0,0,0
8,70.5060065555348,1,0,1,0,1,0,0,0,0
5,495.88430143630245,0,1,2,0,3,0,0,0,0
4,57.67369838889032,0,1,1,0,1,0,0,0,0
1,218.33052301177597,0,1,2,0,2,0,0,0,0
8,29.99,1,0,2,1,2,0,0,0,0
2,205.24393731549824,0,1,2,0,1,0,0,0,0
1,54.41515296043027,0,1,1,1,1,0,0,0,0
4,77.03760055756885,0,1,1,1,2,0,0,0,0
9,423.77289005392146,0,1,1,0,2,0,0,0,0
7,132.0976546759717,0,1,1,0,1,0,0,0,0
1,168.06266588294267,1,0,1,0,1,0,0,0,0
11,415.6068088603543,0,0,1,0,3,0,0,0,0
8,133.7850583882663,1,0,1,1,2,0,0,0,0
1,101.99332479629601,1,0,1,0,1,0,0,0,0
4,101.01336416954508,0,1,1,0,1,0,0,0,0
11,51.9646359884058,0,1,2,0,2,0,0,0,0
6,76.56345072275951,0,0,2,0,2,0,0,0,0
2,1335.8268963822948,0,0,2,1,1,0,0,0,0
10,148.43485829909525,0,1,1,1,1,0,0,0,0
5,29.99,0,1,1,1,2,0,0,0,0
9,273.7641940574835,0,1,1,0,1,0,0,0,0
2,125.75009341328597,0,1,2,0,1,0,0,0,0
2,134.1003519904563,0,1,1,0,2,0,0,0,0
9,183.55070791562588,0,1,1,0,1,0,0,0,0
10,29.99,1,0,1,0,2,0,0,0,0
2,94.8775526582899,1,0,1,0,2,0,0,0,0
1,29.99,1,0,2,1,2,0,0,0,0
5,116.91440475736708,0,1,1,0,1,0,0,0,0
10,85.78159212026243,0,1,2,0,1,0,0,0,0
10,127.86881396540963,1,0,2,1,2,0,0,0,0
10,304.56695755426045,0,1,2,0,2,0,0,0,0
9,102.89675378720625,0,1,1,1,2,0,0,0,0
3,73.2432715543791,0,1,1,0,1,0,0,0,0
10,54.077199015504924,1,0,2,0,2,0,0,0,0
2,551.3137471120091,1,0,1,1,1,0,0,0,0
11,29.99,1,0,2,1,2,0,0,0,0
7,40.720352532385775,0,1,1,0,1,0,0,0,0
10,29.99,1,0,1,0,2,0,0,0,0
1,165.2466226299403,0,1,1,0,1,0,0,0,0
10,47.3121769982491,0,1,2,1,2,0,0,0,0
2,560.9965953306615,0,1,1,1,1,0,0,0,0
7,45.6584323095545,1,0,2,0,1,0,0,0,0
9,123.77161459831605,0,1,1,0,1,0,0,0,0
9,357.12763905249284,1,0,2,0,2,0,0,0,0
9,464.64713520065663,1,0,1,0,1,0,0,0,0
3,29.99,0,1,2,1,1,0,0,0,0
1,51.408374068529895,0,1,1,0,2,0,0,0,0
9,210.7015546544046,1,0,1,0,2,0,0,0,0
9,29.99,0,1,2,1,2,0,0,0,0
10,29.99,1,0,2,1,2,0,0,0,0
4,214.0742119768485,0,1,2,0,2,0,0,0,0
1,42.36566262908731,0,1,1,0,2,0,0,0,0
9,231.8185360022302,1,0,1,0,3,0,0,0,0
2,84.5679990967923,1,0,2,1,2,0,0,0,0
10,416.96953070353504,0,1,1,0,1,0,0,0,0
9,190.5530552492509,0,1,2,0,1,0,0,0,0
8,169.52552035650615,1,0,2,0,1,0,0,0,0
8,464.1337437312795,1,0,2,1,2,0,0,0,0
9,29.99,0,1,2,0,1,0,0,0,0
1,620.8293369123957,0,1,3,1,1,0,0,0,0
1,602.5909944258534,0,1,2,1,1,0,0,0,0
6,199.97730874421757,0,1,2,1,1,0,0,0,0
9,142.76100751507477,1,0,1,1,1,0,0,0,0
2,209.35015163070867,1,0,1,0,2,0,0,0,0
1,719.6906513085764,1,1,2,1,2,0,0,0,0
10,445.34823610945074,0,1,1,0,2,0,0,0,0
2,29.99,0,1,1,1,2,0,0,0,0
11,29.99,1,0,1,1,1,0,0,0,0
10,29.99,1,0,1,0,1,0,0,0,0
1,87.50899176845004,0,1,1,0,2,0,0,0,0
3,1021.7006987407826,0,1,1,1,3,0,0,0,0
10,163.28943871268783,1,0,1,0,1,0,0,0,0
1,108.36242038069794,0,1,2,0,1,0,0,0,0
5,124.31223676246834,1,0,2,0,1,0,0,0,0
2,745.789961063859,1,0,1,1,2,0,0,0,0
9,427.75772415625,0,1,2,0,2,0,0,0,0
6,903.5279163706598,1,0,1,1,2,0,0,0,0
1,425.0954267744723,0,0,1,0,3,0,0,0,0
6,377.30931563218036,0,0,1,0,1,0,0,0,0
12,50.97488048659793,1,0,1,0,1,0,0,0,0
7,59.62750406655471,0,1,2,1,1,0,0,0,0
3,165.71704845767712,1,0,2,1,1,0,0,0,0
10,415.6816760476807,0,1,1,0,3,0,0,0,0
2,412.4178826879684,1,0,1,0,2,0,0,0,0
1,56.13334628815199,1,0,2,0,1,0,0,0,0
7,29.99,1,0,2,0,2,0,0,0,0
9,455.6693813244082,0,1,2,0,3,0,0,0,0
8,122.8508175612494,1,0,2,1,2,0,0,0,0
7,75.02804073801288,1,0,2,1,2,0,0,0,0
9,539.397057545474,0,0,3,1,3,0,0,0,0
1,91.232402288447,1,0,2,1,1,0,0,0,0
6,170.70513564493217,1,0,1,0,1,0,0,0,0
2,450.70356812918953,0,1,1,1,2,0,0,0,0
7,29.99,0,1,2,0,1,0,0,0,0
1,401.8837010206895,0,1,2,0,3,0,0,0,0
3,29.99,0,1,1,1,2,0,0,0,0
3,1118.3912943178052,0,1,2,1,2,0,0,0,0
3,132.76607588129744,0,1,1,0,2,0,0,0,0
1,152.99834728340824,0,1,3,0,1,0,0,0,0
9,38.12638442953848,0,0,2,1,1,0,0,0,0
7,29.99,0,1,3,0,1,0,0,0,0
6,223.05620257514374,1,0,1,0,1,0,0,0,0
5,126.73172162798394,1,0,1,1,1,0,0,0,0
5,191.7289682209748,0,1,2,0,2,0,0,0,0
1,833.5699814151673,1,0,2,1,1,0,0,0,0
1,111.74478296814044,1,0,2,1,2,0,0,0,0
10,224.9914148283159,0,1,1,0,2,0,0,0,0
8,104.94030995832321,1,0,1,0,2,0,0,0,0
2,29.99,1,0,1,1,2,0,0,0,0
6,66.55290580315398,1,0,2,1,2,0,0,0,0
1,170.34024084331335,0,1,1,1,2,0,0,0,0
3,115.24106015332441,1,0,2,0,1,0,0,0,0
9,117.45446035782766,1,0,2,0,2,0,0,0,0
10,161.28577337320348,1,0,2,0,1,0,0,0,0
1,96.25671166735123,1,0,1,1,2,0,0,0,0
3,45.58871475699452,1,0,2,0,1,0,0,0,0
9,252.40755445025593,0,1,2,0,1,0,0,0,0
3,190.06831825478665,0,1,1,0,2,0,0,0,0
4,123.43177402955698,0,1,1,1,1,0,0,0,0
6,200.18786877650945,1,0,2,0,2,0,0,0,0
3,244.16350858426725,0,0,2,0,1,0,0,0,0
2,268.67842205309273,0,1,1,0,1,0,0,0,0
6,343.525191523706,0,0,1,0,1,0,0,0,0
1,34.413662099027555,1,0,2,1,2,0,0,0,0
10,31.0254808017952,0,1,2,1,1,0,0,0,0
1,528.516075705989,0,1,1,1,2,0,0,0,0
10,116.16708902185428,1,0,2,1,2,0,0,0,0
6,29.99,0,1,2,0,1,0,0,0,0
9,561.4558536996603,1,0,2,1,2,0,0,0,0
7,244.89292849003039,1,1,2,0,2,0,0,0,0
5,159.39609082950597,1,0,2,1,2,0,0,0,0
1,451.82544491039044,0,0,1,0,3,0,0,0,0
9,130.27917286851607,0,1,3,1,1,0,0,0,0
3,250.7049525810151,0,1,2,0,1,0,0,0,0
1,123.8504211383195,1,0,1,1,1,0,0,0,0
5,29.99,0,1,2,1,1,0,0,0,0
7,216.09217918023094,0,1,2,1,1,0,0,0,0
7,79.02025925370005,0,1,1,1,2,0,0,0,0
10,29.99,1,0,1,1,2,0,0,0,0
10,72.93573459686958,1,0,2,0,2,0,0,0,0
1,928.726292064517,1,0,2,1,3,0,0,0,0
4,538.0451377824356,0,1,2,1,2,0,0,0,0
8,693.5909570922395,0,1,1,1,3,0,0,0,0
8,285.0067569649323,0,1,1,0,1,0,0,0,0
2,54.70601446824798,0,1,2,1,2,0,0,0,0
7,29.99,1,0,2,1,2,0,0,0,0
3,115.81557542171664,1,0,2,1,1,0,0,0,0
9,116.22828799604642,0,1,2,0,1,0,0,0,0
3,29.99,0,1,3,1,1,0,0,0,0
8,166.75382772785315,0,1,2,0,1,0,0,0,0
1,558.9836472807624,1,0,2,1,2,0,0,0,0
6,235.21040280254536,1,0,1,0,1,0,0,0,0
5,991.6661747203608,1,0,1,1,3,0,0,0,0
8,456.07926828813885,0,0,1,0,3,0,0,0,0
2,34.62527530302865,1,0,2,0,2,0,0,0,0
1,29.99,1,0,2,1,1,0,0,0,0
9,625.5153649341614,1,0,2,1,2,0,0,0,0
5,245.4444664609025,0,1,1,0,1,0,0,0,0
9,285.2854057967516,1,0,2,0,2,0,0,0,0
7,175.88880751157734,1,0,1,1,1,0,0,0,0
1,72.93399126359041,1,0,2,0,2,0,0,0,0
7,675.3578763329941,1,0,1,1,1,0,0,0,0
3,157.68559476035057,0,1,1,0,2,0,0,0,0
9,53.6262729267164,1,0,1,1,2,0,0,0,0
2,118.80309466698326,1,0,1,0,1,0,0,0,0
5,72.03524590827723,1,0,3,0,2,0,0,0,0
10,164.3451986281479,1,0,1,1,1,0,0,0,0
1,254.4566652028573,0,1,2,0,2,0,0,0,0
3,174.70820123066176,0,1,1,0,1,0,0,0,0
5,299.2731624073294,0,0,1,0,1,0,0,0,0
8,57.88950890584982,0,1,1,1,1,0,0,0,0
4,625.8344132318571,1,1,1,1,2,0,0,0,0
3,554.1391061981465,0,1,1,1,1,0,0,0,0
11,488.8759059312894,0,0,1,0,2,0,0,0,0
10,43.48885725413649,0,1,2,0,2,0,0,0,0
11,328.4351105144363,0,0,2,0,2,0,0,0,0
1,657.5639983761067,1,0,2,1,2,0,0,0,0
7,175.16445139457508,1,0,2,0,2,0,0,0,0
10,178.07410885229703,1,0,1,0,2,0,0,0,0
2,473.0455222533507,0,1,1,0,2,0,0,0,0
9,34.12322235667484,1,0,1,0,2,0,0,0,0
11,54.492885132169064,0,1,1,0,1,0,0,0,0
7,248.70185315880224,0,1,1,1,1,0,0,0,0
9,71.75112971104036,0,1,1,1,1,0,0,0,0
10,37.063043989431634,1,0,2,0,2,0,0,0,0
1,135.3403186218912,0,1,1,1,2,0,0,0,0
3,270.6236344631544,0,0,1,1,2,0,0,0,0
9,185.07615768096892,0,1,2,0,2,0,0,0,0
8,57.859885273825995,0,1,1,1,1,0,0,0,0
7,42.60487558459139,0,1,1,1,1,0,0,0,0
2,29.99,0,1,1,1,2,0,0,0,0
8,368.84825945324343,1,0,2,0,1,0,0,0,0
5,269.60890845217665,0,1,1,1,1,0,0,0,0
3,249.86170421775125,0,1,2,1,1,0,0,0,0
8,290.38559926039426,1,0,1,0,1,0,0,0,0
2,189.68752113096426,1,0,1,1,2,0,0,0,0
1,202.82518462167323,0,0,3,0,1,0,0,0,0
3,29.99,1,0,2,1,2,0,0,0,0
10,127.31679977187702,0,1,1,1,2,0,0,0,0
10,314.0085720279811,1,0,1,0,2,0,0,0,0
3,33.73272988840832,0,1,2,1,1,0,0,0,0
10,313.50032123194586,0,1,1,0,1,0,0,0,0
1,434.33709311605986,0,0,2,0,1,0,0,0,0
1,60.49852071843749,1,0,1,1,1,0,0,0,0
9,142.59417389655815,1,0,1,1,1,0,0,0,0
1,29.99,0,1,2,0,1,0,0,0,0
10,59.28381791030964,0,1,2,0,1,0,0,0,0
8,537.6925000878082,0,0,2,1,3,0,0,0,0
5,207.10421409167452,1,0,2,0,1,0,0,0,0
1,81.46123822438709,0,1,1,0,2,0,0,0,0
1,406.5978678335332,0,1,1,0,3,0,0,0,0
1,150.07806846891086,0,0,2,1,2,0,0,0,0
10,80.73663231411518,1,0,2,0,2,0,0,0,0
2,41.58376560008261,0,1,1,1,1,0,0,0,0
2,124.31656285354607,0,1,1,0,1,0,0,0,0
5,296.20909470370987,0,1,1,1,1,0,0,0,0
5,381.8178124265406,1,1,1,0,2,0,0,0,0
1,478.7053720689635,0,1,1,1,3,0,0,0,0
1,29.99,1,0,2,1,2,0,0,0,0
3,83.95718033317898,0,1,2,0,1,0,0,0,0
4,93.02559686764745,1,0,1,0,1,0,0,0,0
10,288.1600100152424,0,1,3,1,2,0,0,0,0
10,214.88394980347618,1,0,1,1,2,0,0,0,0
4,85.74879776648604,0,1,1,1,1,0,0,0,0
2,39.12103870831865,1,0,1,0,1,0,0,0,0
3,29.99,1,0,2,0,2,0,0,0,0
3,29.99,1,0,1,0,1,0,0,0,0
1,29.99,1,0,2,0,2,0,0,0,0
2,797.9928186780793,1,0,1,1,1,0,0,0,0
7,29.99,0,1,1,1,2,0,0,0,0
1,218.5729858656417,0,1,2,0,1,0,0,0,0
9,112.67271031636093,0,1,1,0,1,0,0,0,0
3,29.99,1,0,2,0,2,0,0,0,0
8,289.69090913194947,1,0,1,0,2,0,0,0,0
10,68.86600797652422,0,1,1,1,2,0,0,0,0
2,626.6888044582074,1,0,1,1,2,0,0,0,0
1,261.58914507247283,0,1,1,0,1,0,0,0,0
6,29.99,0,1,2,0,1,0,0,0,0
4,508.6282933159183,0,0,1,1,1,0,0,0,0
3,777.9635779986481,1,0,1,1,1,0,0,0,0
10,367.8850123864585,0,0,1,0,2,0,0,0,0
2,400.21986664322486,0,1,1,0,2,0,0,0,0
7,92.92710570158034,0,1,2,0,1,0,0,0,0
10,177.88496451527024,0,0,3,0,1,0,0,0,0
7,44.642642763641206,0,1,1,0,2,0,0,0,0
5,144.10384137223258,0,1,3,0,2,0,0,0,0
1,143.69,0,1,2,1,1,0,0,0,0
3,68.88761621498647,1,0,1,1,2,0,0,0,0
12,100.71419026391044,1,0,1,0,1,0,0,0,0
6,335.2118641913943,1,0,2,0,2,0,0,0,0
9,80.79774733405452,0,1,1,1,2,0,0,0,0
3,363.1547610790735,0,1,1,0,2,0,0,0,0
2,45.4819304223267,1,0,1,1,1,0,0,0,0
2,51.695569319353325,0,1,1,0,2,0,0,0,0
1,142.3527819486517,0,1,1,1,1,0,0,0,0
9,160.8269911933809,0,1,1,1,2,0,0,0,0
6,135.72686411470715,1,0,1,0,1,0,0,0,0
5,211.86079846155803,1,0,1,0,1,0,0,0,0
5,42.67582182548219,1,0,2,0,1,0,0,0,0
5,106.52370301993464,1,0,1,1,1,0,0,0,0
10,33.43944675475554,0,1,3,0,1,0,0,0,0
10,37.647545905844936,0,1,1,1,1,0,0,0,0
8,29.99,1,0,1,1,2,0,0,0,0
2,734.5217708444342,0,1,1,1,1,0,0,0,0
10,296.89356548460086,1,0,1,0,2,0,0,0,0
4,402.9555541395506,0,1,1,1,2,0,0,0,0
6,595.7581205285398,1,0,2,1,1,0,0,0,0
2,776.5842084374347,0,1,2,1,1,0,0,0,0
1,67.44443068475047,1,0,1,0,1,0,0,0,0
10,196.2309699157593,0,0,2,0,1,0,0,0,0
6,230.9634015840665,1,0,1,0,2,0,0,0,0
10,29.99,1,0,2,0,2,0,0,0,0
7,75.4650599714148,1,0,1,1,1,0,0,0,0
10,188.21218781552238,0,1,1,1,1,0,0,0,0
10,29.99,1,0,2,0,1,0,0,0,0
6,32.86963821902922,1,0,2,0,2,0,0,0,0
2,237.1115411787797,1,0,1,0,2,0,0,0,0
10,55.90393607059922,0,1,1,0,2,0,0,0,0
9,53.659411299995604,1,0,1,0,2,0,0,0,0
11,124.99014165221251,0,1,1,0,1,0,0,0,0
10,45.4625635952935,0,1,1,1,1,0,0,0,0
10,195.79607763839593,1,0,2,0,2,0,0,0,0
8,37.635645987839005,0,1,2,0,1,0,0,0,0
2,50.89381006735878,0,1,1,1,2,0,0,0,0
10,240.47220578782427,0,1,1,0,2,0,0,0,0
12,56.44714151637495,1,0,1,1,2,0,0,0,0
1,278.04894328097333,1,0,1,1,3,0,0,0,0
9,29.99,0,1,1,1,1,0,0,0,0
2,111.99875549531112,1,0,1,1,1,0,0,0,0
5,61.523208302774215,1,0,1,1,1,0,0,0,0
6,109.18040997812872,0,1,2,1,1,0,0,0,0
5,171.1337262279866,0,1,2,0,1,0,0,0,0
8,104.78593070282088,1,0,1,0,1,0,0,0,0
9,149.6321261273283,0,1,3,0,1,0,0,0,0
10,29.99,0,1,3,1,2,0,0,0,0
1,688.3907197937008,0,1,2,1,3,0,0,0,0
4,509.59714602271976,0,0,1,1,1,0,0,0,0
10,174.13633190686448,0,1,1,0,2,0,0,0,0
3,115.15920360313913,0,1,2,0,1,0,0,0,0
5,241.69283085166998,1,1,1,0,1,0,0,0,0
8,537.8689287238664,1,0,2,1,3,0,0,0,0
7,29.99,1,0,2,1,1,0,0,0,0
12,46.97269921852712,1,0,1,1,1,0,0,0,0
1,237.67212670732582,1,0,2,0,2,0,0,0,0
1,142.07002558438296,0,1,1,0,1,0,0,0,0
1,78.88575470987158,0,1,1,0,2,0,0,0,0
9,190.5511956179137,0,1,2,0,1,0,0,0,0
6,229.92173518249427,1,0,1,0,2,0,0,0,0
6,155.67200936316425,0,0,1,0,1,0,0,0,0
12,52.17591365674656,1,0,1,0,2,0,0,0,0
8,369.96134086586903,1,0,2,0,1,0,0,0,0
9,831.0717687107823,1,0,1,1,1,0,0,0,0
9,136.5832798040712,0,1,2,1,2,0,0,0,0
1,1126.489660413513,0,0,1,1,1,0,0,0,0
10,43.205334208880174,0,0,2,0,2,0,0,0,0
11,128.45307650520584,0,0,1,1,1,0,0,0,0
10,30.590076053305257,1,0,1,1,1,0,0,0,0
4,221.1585536604882,0,1,1,0,1,0,0,0,0
4,970.7452641061329,0,0,1,1,2,0,0,0,0
3,300.2354863775983,1,0,2,0,1,0,0,0,0
3,207.09676677381415,0,1,1,0,3,0,0,0,0
10,158.30642797305933,0,1,1,0,1,0,0,0,0
8,341.85735908333703,0,0,3,0,2,0,0,0,0
9,139.7456833731879,1,0,1,0,1,0,0,0,0
10,34.801269540631516,1,0,2,1,2,0,0,0,0
6,491.75470508563944,0,0,2,0,1,0,0,0,0
2,197.49453636098386,0,1,2,0,1,0,0,0,0
3,115.99524981272093,1,0,1,1,2,0,0,0,0
9,326.2414992241361,0,0,2,0,3,0,0,0,0
10,29.99,1,0,1,1,2,0,0,0,0
8,213.98233220301893,0,1,2,0,2,0,0,0,0
6,155.29565223969973,1,0,3,0,1,0,0,0,0
10,29.99,1,0,2,1,2,0,0,0,0
1,189.08800917485976,1,0,2,1,1,0,0,0,0
10,190.5450144911304,0,1,1,0,2,0,0,0,0
11,343.844584094864,0,1,1,0,1,0,0,0,0
1,375.8362086709466,0,0,2,0,2,0,0,0,0
4,29.99,0,1,2,0,2,0,0,0,0
1,85.67895854479517,0,1,2,0,1,0,0,0,0
1,607.1124587740765,1,0,1,1,2,0,0,0,0
12,134.90019637915577,0,0,1,0,2,0,0,0,0
6,107.99847703741513,1,0,1,1,1,0,0,0,0
1,492.10027723887987,0,0,1,0,2,0,0,0,0
11,271.44719222681994,0,1,2,1,2,0,0,0,0
10,452.2131425770267,0,1,2,0,1,0,0,0,0
9,84.11624525146,1,0,2,1,1,0,0,0,0
9,65.64016270729104,0,1,3,1,1,0,0,0,0
3,48.85738862479775,0,1,1,0,2,0,0,0,0
7,81.11597657762839,0,1,1,1,1,0,0,0,0
9,190.10937892341005,0,1,1,0,2,0,0,0,0
5,175.6926268917462,1,0,2,0,2,0,0,0,0
10,36.596398430540376,1,0,2,0,1,0,0,0,0
1,880.8736167756359,0,1,1,1,3,0,0,0,0
9,287.2810438365889,0,1,2,0,1,0,0,0,0
9,161.67731660158572,0,0,1,1,1,0,0,0,0
12,38.75490028560933,0,1,1,0,2,0,0,0,0
6,290.3538834823419,0,0,2,0,1,0,0,0,0
1,952.0769304468679,0,0,2,1,1,0,0,0,0
12,44.75333427331935,1,0,1,1,1,0,0,0,0
5,356.7355058439007,1,0,1,0,1,0,0,0,0
9,99.17017413987305,0,1,2,0,1,0,0,0,0
8,132.75070059024029,1,0,1,0,2,0,0,0,0
1,42.58420770734389,1,0,2,1,2,0,0,0,0
4,29.99,0,1,2,0,2,0,0,0,0
1,318.091287202214,1,0,2,0,2,0,0,0,0
6,104.77899205087812,0,0,1,1,1,0,0,0,0
9,148.3347109413311,0,1,1,1,1,0,0,0,0
9,271.85960697597034,1,0,1,1,1,0,0,0,0
10,511.4664645208132,0,0,2,1,1,0,0,0,0
4,396.77490009315943,0,1,2,0,2,0,0,0,0
1,410.70271615417016,1,0,2,0,1,0,0,0,0
2,29.99,1,0,3,0,2,0,0,0,0
8,86.37584878619057,1,0,2,1,1,0,0,0,0
9,43.14214588897286,0,1,1,0,1,0,0,0,0
9,118.69980400576326,0,1,1,0,2,0,0,0,0
1,586.869329797212,1,0,1,1,2,0,0,0,0
4,113.36873691999688,0,1,2,0,1,0,0,0,0
4,481.3760143668801,0,1,1,0,1,0,0,0,0
4,324.28326112552315,1,0,1,0,1,0,0,0,0
11,29.99,0,1,1,1,1,0,0,0,0
10,157.6211983021152,1,0,1,0,1,0,0,0,0
1,54.04245531589055,0,1,2,0,2,0,0,0,0
2,1271.2948895590873,0,1,2,1,2,0,0,0,0
2,117.42148201138599,0,1,1,1,1,0,0,0,0
6,29.99,0,1,2,0,1,0,0,0,0
2,96.22931499739586,1,0,3,1,2,0,0,0,0
9,29.99,1,0,2,1,1,0,0,0,0
5,617.9882699452298,0,1,2,1,1,0,0,0,0
