,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,treat
23492,7,45.51,0,1,1,0,2,0,0,0,0
23493,12,181.9,1,0,1,0,2,-1,0,2,1
23494,9,184.72,0,1,2,0,2,0,0,0,0
23495,6,277.37,1,1,2,1,1,0,0,0,0
23496,10,206.22,0,1,2,0,3,1,0,2,1
23497,9,29.99,0,1,1,1,1,0,0,0,0
23498,10,362.58,1,0,1,1,2,1,0,2,1
23499,1,424.03,1,0,2,0,1,1,0,2,1
23500,12,61.78,1,0,1,0,1,1,0,2,1
23501,8,633.53,1,1,1,1,1,0,0,0,0
23502,12,29.99,1,0,3,0,2,1,0,2,1
23503,9,383.89,1,1,2,1,2,1,0,2,1
23504,5,29.99,1,0,2,1,2,-1,0,2,1
23505,5,676.78,1,0,1,1,3,-1,1,3,1
23506,10,261.77,1,1,2,1,2,-1,0,2,1
23507,2,285.61,1,0,2,0,2,0,0,0,0
23508,4,209.65,1,1,3,1,1,-1,0,2,1
23509,7,64.0,1,0,2,1,1,-1,0,2,1
23510,6,209.93,1,0,1,0,1,1,0,2,1
23511,1,907.51,0,1,2,1,1,0,1,1,0
23512,1,29.99,0,1,2,0,1,1,0,2,1
23513,10,29.99,1,0,2,1,2,0,0,0,0
23514,2,111.75,1,0,3,1,1,1,1,3,1
23515,1,245.86,1,0,1,0,1,1,1,3,1
23516,1,396.28,1,1,1,0,2,-1,0,2,1
23517,10,328.52,1,0,2,1,3,-1,0,2,1
23518,1,29.99,1,0,1,1,2,1,0,2,1
23519,4,900.85,1,1,2,1,3,1,0,2,1
23520,9,178.78,0,1,2,0,1,-1,0,2,1
23521,8,448.71,1,0,2,0,2,0,0,0,0
23522,6,58.36,1,0,1,1,1,0,0,0,0
23523,7,29.99,1,0,3,0,2,-1,1,3,1
23524,12,83.94,0,1,2,0,1,1,0,2,1
23525,2,29.99,1,0,1,1,2,-1,0,2,1
23526,1,152.55,1,0,1,0,1,-1,0,2,1
23527,2,550.99,1,0,2,1,3,-1,0,2,1
23528,6,363.79,0,1,1,0,2,0,0,0,0
23529,5,328.2,0,1,1,1,1,1,0,2,1
23530,8,36.5,0,1,2,0,2,0,0,0,0
23531,10,302.59,0,1,2,0,1,-1,0,2,1
23532,4,70.05,0,1,3,1,2,1,0,2,1
23533,2,270.69,1,1,2,1,1,1,0,2,1
23534,2,92.62,1,0,3,1,2,0,0,0,0
23535,9,107.27,0,1,2,1,2,-1,0,2,1
23536,9,40.54,1,0,1,1,2,1,0,2,1
23537,2,305.71,1,0,2,0,3,1,0,2,1
23538,7,119.01,1,0,1,0,1,1,0,2,1
23539,2,819.99,1,1,2,1,1,0,0,0,0
23540,10,462.85,0,1,2,0,2,0,0,0,0
23541,3,180.73,1,0,1,1,2,1,0,2,1
23542,1,104.69,1,0,1,0,1,0,0,0,0
23543,4,123.76,1,0,3,1,2,-1,0,2,1
23544,1,54.66,1,0,1,0,1,-1,0,2,1
23545,3,61.86,1,0,1,0,2,1,0,2,1
23546,5,136.11,1,0,1,0,2,-1,0,2,1
23547,2,172.72,1,0,1,1,2,1,0,2,1
23548,2,585.13,0,1,2,1,1,0,0,0,0
23549,1,40.43,1,0,1,1,2,0,0,0,0
23550,4,689.92,1,0,2,1,2,1,0,2,1
23551,11,228.53,0,1,1,0,2,1,0,2,1
23552,10,29.99,0,1,2,0,1,-1,0,2,1
23553,6,311.95,1,0,1,0,1,0,1,1,0
23554,6,196.94,0,1,1,1,2,-1,0,2,1
23555,10,267.69,0,1,2,1,2,0,0,0,0
23556,7,642.45,1,1,2,1,3,-1,0,2,1
23557,11,269.34,1,1,1,0,1,-1,1,3,1
23558,3,248.06,1,0,1,0,1,0,0,0,0
23559,1,504.83,0,1,2,1,1,0,0,0,0
23560,3,350.69,1,1,1,0,2,0,0,0,0
23561,1,116.01,0,1,3,1,2,0,0,0,0
23562,4,496.4,0,1,2,0,1,-1,1,3,1
23563,1,72.87,1,0,2,0,2,0,0,0,0
23564,5,188.51,0,1,2,0,2,-1,0,2,1
23565,3,158.28,0,1,1,0,1,1,0,2,1
23566,4,421.38,1,0,2,0,2,-1,0,2,1
23567,9,328.37,0,1,2,0,1,1,0,2,1
23568,1,180.56,0,1,2,0,2,0,0,0,0
23569,10,55.58,0,1,1,1,1,0,0,0,0
23570,3,436.31,1,0,1,1,1,0,0,0,0
23571,10,29.99,1,0,1,1,2,-1,1,3,1
23572,5,229.91,1,1,2,0,3,-1,0,2,1
23573,10,66.3,1,0,2,1,1,1,0,2,1
23574,10,41.02,0,1,3,1,2,-1,0,2,1
23575,1,73.01,0,1,2,1,1,0,1,1,0
23576,1,485.07,1,1,2,1,1,1,0,2,1
23577,4,869.46,0,1,1,1,3,1,0,2,1
23578,12,49.95,1,0,2,1,2,0,0,0,0
23579,6,216.41,0,1,1,0,1,0,1,1,0
23580,10,228.41,0,1,2,1,2,1,0,2,1
23581,3,29.99,1,0,2,1,1,0,0,0,0
23582,7,49.77,0,1,1,1,1,0,0,0,0
23583,1,189.58,1,0,1,0,1,0,0,0,0
23584,6,188.24,1,0,2,0,2,1,0,2,1
23585,2,540.55,1,0,2,1,3,-1,0,2,1
23586,4,128.06,0,1,2,0,2,1,0,2,1
23587,3,1141.72,1,1,3,1,2,-1,0,2,1
23588,6,146.8,1,0,2,0,1,1,0,2,1
23589,7,436.96,1,1,1,0,3,1,0,2,1
23590,1,502.22,0,1,3,1,2,-1,0,2,1
23591,1,412.1,1,0,1,0,1,0,0,0,0
23592,8,618.3,0,1,2,1,1,1,0,2,1
23593,10,29.99,0,1,1,0,1,0,0,0,0
23594,10,54.68,1,0,1,0,1,-1,0,2,1
23595,10,29.99,1,0,3,0,1,-1,0,2,1
23596,5,612.39,1,1,1,1,2,1,0,2,1
23597,8,157.45,1,0,2,0,1,0,0,0,0
23598,10,201.74,0,1,2,1,1,-1,0,2,1
23599,3,264.28,0,1,3,0,1,-1,1,3,1
23600,5,111.2,0,1,2,0,2,0,0,0,0
23601,12,35.01,0,1,2,1,2,0,0,0,0
23602,12,29.99,0,1,1,1,1,0,0,0,0
23603,1,29.99,0,1,3,1,2,1,1,3,1
23604,5,411.15,1,1,1,1,2,0,0,0,0
23605,2,308.94,1,0,2,0,1,1,0,2,1
23606,12,106.02,0,1,2,0,1,-1,0,2,1
23607,10,31.32,0,1,3,0,2,-1,0,2,1
23608,5,892.4,0,1,1,1,3,0,0,0,0
23609,5,249.12,1,1,2,0,1,1,0,2,1
23610,2,100.31,0,1,3,1,1,0,0,0,0
23611,8,103.02,0,1,1,0,1,0,0,0,0
23612,6,45.8,1,0,1,1,1,1,0,2,1
23613,10,236.96,1,0,1,0,2,0,0,0,0
23614,9,29.99,1,0,1,1,2,-1,0,2,1
23615,10,212.61,0,1,1,0,1,1,0,2,1
23616,9,157.26,0,1,2,0,1,1,0,2,1
23617,3,483.36,1,0,1,1,3,-1,0,2,1
23618,3,294.09,1,1,2,0,1,-1,1,3,1
23619,3,48.23,0,1,2,1,2,0,0,0,0
23620,2,157.74,1,0,1,0,1,0,0,0,0
23621,8,473.97,1,1,2,0,2,0,0,0,0
23622,1,363.46,0,1,2,0,3,0,0,0,0
23623,2,339.59,1,1,1,0,1,-1,0,2,1
23624,9,36.87,1,0,2,1,1,1,0,2,1
23625,3,636.02,1,0,1,1,3,1,0,2,1
23626,6,167.79,1,0,2,0,2,0,1,1,0
23627,1,29.99,1,0,2,0,1,-1,0,2,1
23628,6,29.99,1,0,1,1,2,0,0,0,0
23629,10,29.99,0,1,3,0,2,1,0,2,1
23630,4,103.3,1,0,2,1,1,0,0,0,0
23631,10,46.5,0,1,1,1,1,-1,1,3,1
23632,4,312.28,0,1,2,0,1,0,0,0,0
23633,11,57.23,1,0,1,0,2,-1,0,2,1
23634,10,58.56,1,0,2,1,1,-1,0,2,1
23635,6,32.02,1,0,1,0,1,1,0,2,1
23636,3,558.27,1,0,1,1,1,-1,0,2,1
23637,2,29.99,1,0,2,0,1,0,0,0,0
23638,3,371.67,1,1,1,1,2,-1,0,2,1
23639,1,246.47,1,0,2,0,2,1,0,2,1
23640,2,278.1,0,1,2,0,1,0,0,0,0
23641,8,39.9,0,1,1,1,2,0,0,0,0
23642,5,378.49,0,1,2,1,2,1,0,2,1
23643,3,307.26,1,0,1,1,3,-1,0,2,1
23644,9,479.56,0,1,3,0,3,0,0,0,0
23645,4,875.64,1,0,2,1,3,1,0,2,1
23646,7,112.91,1,0,2,1,2,0,0,0,0
23647,10,398.41,0,1,3,0,1,1,0,2,1
23648,9,170.53,0,1,2,1,1,1,0,2,1
23649,4,62.46,0,1,2,0,2,0,0,0,0
23650,3,404.56,0,1,3,0,3,0,0,0,0
23651,2,75.25,1,0,2,1,2,1,0,2,1
23652,7,879.21,1,1,2,1,3,1,0,2,1
23653,10,284.86,0,1,1,0,1,1,0,2,1
23654,12,115.22,0,1,3,0,1,-1,1,3,1
23655,9,249.59,0,1,2,1,2,1,0,2,1
23656,1,388.58,0,1,1,1,1,-1,1,3,1
23657,7,594.22,0,1,1,1,2,0,0,0,0
23658,10,51.39,1,0,1,1,2,1,0,2,1
23659,10,579.8,1,1,2,1,2,-1,0,2,1
23660,1,246.61,0,1,3,1,1,1,1,3,1
23661,1,1113.82,1,0,1,1,2,1,0,2,1
23662,3,173.46,1,0,3,0,2,1,0,2,1
23663,7,257.49,0,1,2,0,3,0,0,0,0
23664,6,204.07,1,0,1,0,1,1,0,2,1
23665,4,336.14,1,0,2,0,2,1,0,2,1
23666,11,225.31,0,1,3,0,1,1,0,2,1
23667,5,392.5,0,1,3,0,1,0,0,0,0
23668,1,29.99,0,1,1,1,2,0,0,0,0
23669,3,417.94,1,1,1,1,2,1,1,3,1
23670,10,29.99,0,1,2,1,1,1,0,2,1
23671,2,386.94,1,0,2,0,2,-1,0,2,1
23672,1,258.88,1,0,1,0,3,1,0,2,1
23673,1,478.69,1,0,2,1,2,-1,0,2,1
23674,6,36.4,1,0,1,0,1,0,0,0,0
23675,7,232.18,1,0,2,1,3,-1,0,2,1
23676,3,444.63,1,1,1,0,2,-1,0,2,1
23677,2,54.35,1,0,3,1,2,0,0,0,0
23678,1,209.56,0,1,3,0,1,1,0,2,1
23679,1,156.9,1,0,3,0,1,-1,0,2,1
23680,3,199.95,1,0,2,0,1,0,0,0,0
23681,3,219.63,0,1,1,1,2,1,1,3,1
23682,12,144.0,1,0,1,1,1,1,0,2,1
23683,9,29.99,0,1,1,0,1,-1,0,2,1
23684,6,79.7,0,1,1,0,1,1,0,2,1
23685,6,56.73,1,0,1,1,2,0,0,0,0
23686,11,75.49,1,0,3,0,2,1,1,3,1
23687,2,1814.19,1,1,2,1,1,1,1,3,1
23688,6,230.49,1,0,1,0,2,0,0,0,0
23689,5,508.3,0,1,2,1,1,0,0,0,0
23690,6,29.99,0,1,2,0,2,-1,0,2,1
23691,2,59.29,0,1,2,0,2,0,0,0,0
23692,9,39.47,0,1,1,0,1,0,0,0,0
23693,5,682.12,0,1,1,1,1,1,0,2,1
23694,1,322.99,0,1,2,0,2,-1,0,2,1
23695,4,363.76,1,0,1,0,1,-1,1,3,1
23696,10,78.67,0,1,1,1,1,-1,0,2,1
23697,9,258.73,1,0,1,1,2,0,0,0,0
23698,10,29.99,0,1,1,1,1,0,0,0,0
23699,6,118.57,0,1,2,1,1,-1,0,2,1
23700,6,94.74,0,1,1,0,1,1,0,2,1
23701,7,109.03,1,0,1,1,1,0,0,0,0
23702,10,161.78,0,1,1,1,1,-1,0,2,1
23703,8,37.54,1,0,1,0,1,-1,0,2,1
23704,10,419.07,0,1,1,0,3,1,0,2,1
23705,5,162.97,1,0,2,1,2,0,0,0,0
23706,7,134.05,1,0,3,1,1,1,0,2,1
23707,2,34.6,0,1,1,0,2,0,1,1,0
23708,11,29.99,0,1,2,1,2,-1,0,2,1
23709,8,29.99,1,0,3,1,2,-1,0,2,1
23710,10,56.32,0,1,2,1,2,0,0,0,0
23711,12,88.55,1,0,1,1,2,1,0,2,1
23712,1,81.14,0,1,2,0,2,0,0,0,0
23713,7,565.66,1,0,1,1,1,0,0,0,0
23714,9,29.99,1,0,3,1,2,1,0,2,1
23715,9,203.83,1,0,2,0,2,0,0,0,0
23716,8,52.34,0,1,1,1,1,-1,0,2,1
23717,8,368.54,1,1,1,1,3,1,0,2,1
23718,1,411.8,1,0,2,0,1,0,0,0,0
23719,1,70.14,1,0,3,1,1,1,0,2,1
23720,2,456.25,1,1,2,1,3,-1,0,2,1
23721,10,90.8,0,1,1,1,1,-1,0,2,1
23722,2,99.93,1,0,1,0,2,1,0,2,1
23723,12,275.21,1,0,1,0,2,0,0,0,0
23724,3,217.48,0,1,1,1,1,1,0,2,1
23725,10,29.99,1,0,1,1,1,-1,0,2,1
23726,8,71.35,0,1,3,1,1,1,0,2,1
23727,6,376.0,1,1,1,1,2,1,0,2,1
23728,1,1230.45,1,1,1,1,1,-1,1,3,1
23729,4,38.62,0,1,3,0,1,1,0,2,1
23730,1,171.98,0,1,1,0,2,1,1,3,1
23731,9,33.5,0,1,3,1,2,0,0,0,0
23732,4,487.11,1,0,3,0,2,-1,1,3,1
23733,8,165.45,0,1,1,0,1,1,1,3,1
23734,6,62.46,0,1,1,1,1,0,0,0,0
23735,1,1681.95,0,1,2,1,2,-1,0,2,1
23736,7,220.43,0,1,1,0,1,1,0,2,1
23737,2,71.95,0,1,1,1,2,1,0,2,1
23738,5,65.37,0,1,3,0,2,0,0,0,0
23739,5,567.22,1,0,1,1,1,-1,0,2,1
23740,1,1077.41,0,1,1,1,2,-1,0,2,1
23741,9,84.67,0,1,2,1,1,-1,0,2,1
23742,10,36.69,0,1,1,1,2,1,0,2,1
23743,11,489.61,0,1,1,0,2,-1,0,2,1
23744,9,513.75,1,1,1,1,3,1,0,2,1
23745,1,480.0,0,1,1,1,3,-1,0,2,1
23746,5,30.9,0,1,1,1,1,1,0,2,1
23747,3,29.99,0,1,3,0,1,0,0,0,0
23748,3,30.59,1,0,2,1,1,-1,0,2,1
23749,10,29.99,1,0,2,1,1,-1,0,2,1
23750,7,30.28,0,1,2,1,2,1,0,2,1
23751,7,29.99,1,0,2,1,2,0,0,0,0
23752,10,186.76,0,1,1,0,2,1,0,2,1
23753,10,29.99,0,1,3,1,1,0,0,0,0
23754,7,187.37,1,0,3,0,2,0,0,0,0
23755,10,51.86,1,0,1,1,1,-1,0,2,1
23756,5,147.64,1,0,1,1,1,1,0,2,1
23757,3,291.16,0,1,1,1,2,-1,0,2,1
23758,4,703.98,0,1,1,1,3,1,0,2,1
23759,9,173.91,1,0,1,1,2,-1,0,2,1
23760,10,188.27,0,1,1,0,1,1,1,3,1
23761,6,108.04,0,1,1,1,2,1,0,2,1
23762,4,106.09,0,1,1,0,2,1,0,2,1
23763,10,261.39,0,1,1,0,1,1,0,2,1
23764,11,175.19,1,0,2,1,1,0,0,0,0
23765,10,29.99,0,1,2,1,2,1,0,2,1
23766,9,543.5,0,1,1,1,2,-1,0,2,1
23767,9,39.07,0,1,1,0,2,0,0,0,0
23768,1,330.02,1,0,2,0,1,-1,1,3,1
23769,8,258.96,0,1,1,1,3,1,0,2,1
23770,5,98.66,1,0,1,1,1,-1,0,2,1
23771,5,50.02,0,1,1,0,1,0,0,0,0
23772,10,29.99,0,1,2,0,1,-1,0,2,1
23773,1,825.09,1,1,3,1,2,-1,0,2,1
23774,1,691.2,1,1,1,1,2,1,1,3,1
23775,4,92.13,0,1,2,1,2,1,0,2,1
23776,6,75.47,1,0,1,0,2,-1,0,2,1
23777,12,162.88,0,1,1,0,1,-1,0,2,1
23778,9,321.05,0,1,2,1,2,-1,0,2,1
23779,5,64.5,1,0,1,1,1,1,0,2,1
23780,8,119.41,1,0,1,1,2,0,0,0,0
23781,2,198.03,1,0,1,1,1,1,0,2,1
23782,1,230.36,0,1,1,1,1,-1,1,3,1
23783,2,29.99,1,0,1,0,1,1,0,2,1
23784,2,645.59,1,1,2,1,3,1,1,3,1
23785,9,184.42,0,1,2,0,1,-1,0,2,1
23786,2,220.11,1,0,3,0,2,1,0,2,1
23787,11,181.31,0,1,2,1,1,0,0,0,0
23788,9,137.01,1,0,1,0,1,0,0,0,0
23789,7,82.6,1,0,2,1,1,0,0,0,0
23790,7,65.49,1,0,3,1,1,0,0,0,0
23791,4,55.43,1,0,1,0,2,1,1,3,1
23792,1,29.99,0,1,1,0,1,-1,0,2,1
23793,8,51.13,0,1,2,1,1,-1,0,2,1
23794,6,1304.26,1,0,2,1,1,1,0,2,1
23795,5,160.49,1,0,3,0,2,0,0,0,0
23796,7,119.89,1,0,1,0,2,1,0,2,1
23797,10,113.08,1,0,3,1,1,0,0,0,0
23798,10,243.76,0,1,1,0,2,0,0,0,0
23799,4,213.48,1,0,2,0,2,1,0,2,1
23800,11,29.99,1,0,2,0,2,-1,0,2,1
23801,5,508.27,0,1,2,1,2,0,0,0,0
23802,3,281.77,1,0,1,0,1,0,0,0,0
23803,12,366.43,0,1,3,0,2,1,1,3,1
23804,7,141.24,1,0,1,0,2,0,0,0,0
23805,6,97.62,1,0,1,0,2,-1,1,3,1
23806,6,29.99,1,0,2,1,1,0,0,0,0
23807,9,230.28,0,1,2,0,2,1,0,2,1
23808,7,617.92,0,1,2,1,3,0,0,0,0
23809,5,192.13,1,0,1,1,2,1,0,2,1
23810,11,29.99,1,0,2,0,1,-1,0,2,1
23811,10,343.05,1,0,2,0,2,1,0,2,1
23812,10,228.78,1,0,2,1,1,-1,1,3,1
23813,3,261.83,1,1,1,0,1,1,1,3,1
23814,2,438.41,0,1,3,0,1,-1,1,3,1
23815,2,299.01,0,1,2,1,2,0,0,0,0
23816,1,789.08,0,1,2,1,3,1,1,3,1
23817,10,35.68,1,0,3,1,1,0,0,0,0
23818,9,37.84,0,1,2,1,2,1,0,2,1
23819,2,52.05,1,0,1,0,2,1,0,2,1
23820,9,40.06,0,1,2,0,2,1,1,3,1
23821,6,163.34,0,1,1,1,1,1,0,2,1
23822,1,29.99,1,0,3,1,1,1,0,2,1
23823,2,146.6,1,0,1,0,1,0,0,0,0
23824,2,78.11,1,0,3,1,1,0,0,0,0
23825,10,39.93,0,1,3,0,1,1,0,2,1
23826,10,166.1,0,1,3,0,1,-1,0,2,1
23827,2,460.62,1,0,1,1,2,0,0,0,0
23828,4,40.94,0,1,3,1,2,-1,0,2,1
23829,1,879.63,0,1,1,1,2,0,0,0,0
23830,8,29.99,1,0,2,0,1,0,0,0,0
23831,4,204.27,1,1,3,1,2,-1,0,2,1
23832,3,191.52,0,1,2,0,1,0,0,0,0
23833,1,233.59,0,1,1,0,1,0,1,1,0
23834,3,29.99,0,1,2,1,1,-1,1,3,1
23835,4,44.28,0,1,2,1,2,0,0,0,0
23836,10,46.23,1,0,1,1,2,0,0,0,0
23837,3,130.83,0,1,2,0,2,0,0,0,0
23838,6,89.58,0,1,3,1,2,-1,0,2,1
23839,12,77.92,1,0,1,1,1,0,0,0,0
23840,4,112.55,1,0,1,1,1,-1,0,2,1
23841,5,903.6,1,1,1,1,3,0,0,0,0
23842,11,66.25,0,1,1,1,1,1,0,2,1
23843,9,29.99,1,0,2,1,1,1,0,2,1
23844,10,301.8,1,0,2,0,1,0,0,0,0
23845,10,29.99,0,1,1,1,1,-1,0,2,1
23846,6,424.32,0,1,2,0,1,1,0,2,1
23847,5,126.43,0,1,2,0,1,-1,0,2,1
23848,1,47.21,0,1,1,1,2,1,0,2,1
23849,3,103.44,0,1,1,0,1,1,0,2,1
23850,12,29.99,0,1,2,1,2,0,0,0,0
23851,11,212.26,1,0,1,0,1,-1,0,2,1
23852,9,388.62,1,1,2,1,1,1,1,3,1
23853,2,77.66,1,0,1,0,1,-1,0,2,1
23854,4,367.54,0,1,3,0,2,0,1,1,0
23855,6,43.64,1,0,3,0,1,-1,0,2,1
23856,1,212.71,0,1,2,0,2,1,0,2,1
23857,4,78.73,1,0,1,1,1,1,0,2,1
23858,9,409.34,0,1,2,0,2,1,0,2,1
23859,9,141.07,1,0,1,0,2,-1,0,2,1
23860,6,211.16,1,0,1,0,1,0,0,0,0
23861,3,701.61,0,1,2,1,2,-1,0,2,1
23862,1,102.64,1,0,2,1,2,0,0,0,0
23863,3,270.32,0,1,1,0,3,0,0,0,0
23864,6,100.56,0,1,2,0,2,0,0,0,0
23865,3,195.65,1,0,3,0,1,0,0,0,0
23866,12,209.86,0,1,3,0,3,-1,1,3,1
23867,11,556.96,1,1,1,1,1,0,0,0,0
23868,2,544.58,1,1,2,1,3,1,0,2,1
23869,4,29.99,0,1,2,0,1,1,0,2,1
23870,3,1165.85,1,1,2,1,3,0,1,1,0
23871,6,205.7,0,1,1,1,1,0,0,0,0
23872,1,470.05,0,1,1,0,2,-1,0,2,1
23873,5,159.69,0,1,1,0,2,1,0,2,1
23874,10,131.42,1,0,1,1,1,0,0,0,0
23875,3,29.99,1,0,1,1,1,1,0,2,1
23876,9,810.42,1,0,1,1,1,0,0,0,0
23877,4,544.87,1,0,2,1,2,-1,0,2,1
23878,4,48.39,0,1,2,1,2,-1,1,3,1
23879,10,75.1,0,1,2,0,2,1,0,2,1
23880,10,285.41,0,1,1,0,2,-1,0,2,1
23881,1,264.74,1,0,3,1,2,1,0,2,1
23882,3,287.96,0,1,1,1,2,1,0,2,1
23883,3,1829.32,1,1,3,1,3,-1,0,2,1
23884,5,52.26,0,1,1,0,1,0,0,0,0
23885,10,165.98,0,1,2,0,1,1,0,2,1
23886,5,267.17,1,0,1,0,2,1,0,2,1
23887,9,378.46,1,1,1,0,2,0,1,1,0
23888,4,174.98,0,1,2,1,2,-1,0,2,1
23889,11,83.43,0,1,1,1,1,1,0,2,1
23890,9,695.56,1,0,1,1,3,0,0,0,0
23891,3,102.6,1,0,2,0,1,0,0,0,0
23892,1,1087.17,0,1,2,1,3,0,0,0,0
23893,8,29.99,1,0,3,0,2,0,0,0,0
23894,6,141.23,0,1,2,0,1,1,0,2,1
23895,1,132.77,1,0,1,1,2,1,0,2,1
23896,10,29.99,1,0,1,1,2,1,0,2,1
23897,8,426.58,0,1,2,0,3,-1,0,2,1
23898,1,309.92,0,1,2,0,2,0,0,0,0
23899,4,119.86,0,1,1,0,1,-1,0,2,1
23900,1,67.34,0,1,3,0,1,0,0,0,0
23901,6,29.99,1,0,1,1,1,1,0,2,1
23902,10,83.57,1,0,1,0,1,1,0,2,1
23903,4,245.58,0,1,2,0,1,1,0,2,1
23904,10,31.57,1,0,1,0,1,1,0,2,1
23905,1,81.54,0,1,1,1,1,1,1,3,1
23906,9,564.13,1,0,1,1,1,0,0,0,0
23907,4,621.77,0,1,3,1,1,-1,0,2,1
23908,10,56.68,1,0,3,1,1,-1,0,2,1
23909,4,888.63,1,0,2,1,3,1,0,2,1
23910,9,153.05,1,0,2,0,1,0,0,0,0
23911,5,326.34,0,1,2,0,1,-1,0,2,1
23912,1,229.91,0,1,3,0,1,1,0,2,1
23913,7,159.18,0,1,3,0,1,-1,1,3,1
23914,1,366.91,1,0,1,1,2,-1,1,3,1
23915,10,56.04,1,0,2,0,2,1,0,2,1
23916,12,29.99,0,1,2,1,1,-1,0,2,1
23917,7,130.57,0,1,3,0,1,-1,1,3,1
23918,3,148.89,0,1,2,0,2,-1,1,3,1
23919,4,144.47,1,0,1,0,2,-1,0,2,1
23920,4,61.76,0,1,3,0,1,0,0,0,0
23921,10,149.42,1,0,1,0,2,1,0,2,1
23922,2,111.3,0,1,1,0,2,-1,1,3,1
23923,3,91.21,1,0,3,1,2,0,0,0,0
23924,2,466.33,1,1,2,1,3,0,0,0,0
23925,3,555.04,0,1,1,1,1,1,0,2,1
23926,4,255.47,1,0,2,0,1,-1,0,2,1
23927,1,500.36,0,1,1,1,1,-1,0,2,1
23928,11,95.49,0,1,1,1,2,-1,0,2,1
23929,6,250.24,1,1,3,1,2,1,0,2,1
23930,8,34.07,1,0,2,1,2,0,0,0,0
23931,2,68.1,1,0,2,1,2,1,1,3,1
23932,2,90.14,0,1,2,0,1,-1,0,2,1
23933,8,740.51,0,1,1,1,3,1,0,2,1
23934,5,39.17,0,1,1,1,2,1,0,2,1
23935,3,231.96,1,0,2,0,1,1,0,2,1
23936,10,29.99,0,1,2,0,1,1,0,2,1
23937,3,35.96,0,1,2,1,1,0,0,0,0
23938,10,179.96,0,1,2,1,2,-1,0,2,1
23939,11,211.7,1,0,2,1,3,-1,0,2,1
23940,9,194.83,1,0,2,0,2,0,0,0,0
23941,10,524.48,0,1,2,1,2,1,0,2,1
23942,2,145.65,0,1,1,0,1,1,0,2,1
23943,4,199.56,1,0,2,0,2,1,0,2,1
23944,2,71.71,0,1,2,1,1,-1,0,2,1
23945,1,559.99,1,0,1,1,3,0,0,0,0
23946,1,350.72,1,1,1,0,2,1,0,2,1
23947,10,29.99,1,0,1,0,2,0,0,0,0
23948,9,82.39,0,1,1,0,2,0,0,0,0
23949,10,84.59,1,0,2,0,1,-1,0,2,1
23950,1,339.19,0,1,2,1,2,1,0,2,1
23951,7,97.2,0,1,3,1,1,-1,0,2,1
23952,10,29.99,0,1,1,1,1,1,0,2,1
23953,1,90.02,1,0,2,1,1,0,0,0,0
23954,1,125.38,1,0,2,1,1,0,0,0,0
23955,4,123.71,0,1,1,1,1,0,0,0,0
23956,7,118.08,1,0,2,0,1,0,0,0,0
23957,1,216.3,0,1,1,1,2,1,0,2,1
23958,8,508.14,1,1,1,1,2,-1,0,2,1
23959,1,551.9,1,1,3,1,1,-1,0,2,1
23960,9,208.42,0,1,1,0,3,0,0,0,0
23961,10,512.74,0,1,2,1,3,0,0,0,0
23962,11,184.17,1,0,2,1,2,0,0,0,0
23963,10,519.46,1,1,3,1,1,1,0,2,1
23964,2,41.24,1,0,1,0,2,0,0,0,0
23965,2,37.06,1,0,2,1,1,-1,0,2,1
23966,1,108.83,1,0,1,0,1,-1,0,2,1
23967,1,89.77,1,0,2,0,1,1,0,2,1
23968,9,224.61,1,1,3,0,1,1,1,3,1
23969,7,611.45,0,1,2,1,3,-1,0,2,1
23970,10,29.99,0,1,2,1,2,1,0,2,1
23971,1,323.54,1,0,2,0,1,0,0,0,0
23972,3,106.32,1,0,3,0,2,-1,0,2,1
23973,5,280.15,1,0,2,0,1,-1,0,2,1
23974,5,260.62,0,1,1,0,2,-1,0,2,1
23975,2,46.37,1,0,1,1,2,0,0,0,0
23976,11,84.9,1,0,2,1,2,1,0,2,1
23977,9,29.99,0,1,1,1,1,1,0,2,1
23978,3,131.81,1,0,1,0,2,-1,0,2,1
23979,1,182.35,1,0,1,0,2,1,0,2,1
23980,9,360.76,1,0,1,0,1,1,0,2,1
23981,3,169.91,1,0,2,1,2,1,0,2,1
23982,11,299.45,0,1,1,1,3,0,0,0,0
23983,1,411.76,1,0,1,0,3,1,0,2,1
23984,11,309.01,1,0,1,1,1,1,0,2,1
23985,10,29.99,1,0,2,1,1,1,0,2,1
23986,4,145.46,1,0,1,1,2,1,0,2,1
23987,9,49.63,0,1,3,0,2,1,1,3,1
23988,10,72.97,0,1,3,0,1,0,0,0,0
23989,2,164.83,0,1,2,0,1,-1,1,3,1
23990,9,149.21,0,1,3,1,1,1,0,2,1
23991,5,29.99,0,1,2,0,2,1,0,2,1
23992,4,126.1,0,1,2,0,2,-1,0,2,1
23993,10,52.5,0,1,1,0,1,-1,0,2,1
23994,9,353.18,1,1,2,1,2,1,0,2,1
23995,3,242.02,1,0,1,0,2,0,0,0,0
23996,10,68.76,1,0,2,0,2,1,0,2,1
23997,2,960.12,1,1,1,1,3,1,0,2,1
23998,1,74.86,1,0,1,0,1,0,0,0,0
23999,3,368.2,1,0,3,0,2,-1,0,2,1
24000,5,218.47,1,1,2,0,2,1,0,2,1
24001,3,292.96,1,1,1,0,1,1,1,3,1
