channel,history,is_referral,recency,used_bogo,used_discount,zip_code,treat
1,204.3825179397254,0,10,0,0,3,1
2,69.09110959104899,0,10,0,1,2,1
2,730.9384121575579,1,3,0,0,2,1
1,122.97313868286969,0,10,1,0,1,1
2,306.8415410112484,0,6,0,1,2,1
1,205.27189883048888,0,8,1,1,1,1
2,949.6370323795002,1,1,1,0,2,1
3,592.7725678069278,1,3,0,1,1,1
1,255.50140391822688,0,2,0,1,1,1
2,228.76006690272413,0,10,0,0,3,1
1,595.7163165567165,1,2,0,1,1,1
1,29.99,0,9,0,1,1,1
2,29.99,0,9,1,0,2,1
1,29.99,1,10,1,0,1,1
2,29.99,1,1,0,1,1,1
2,114.06487453414947,0,1,0,1,2,1
3,483.49699868192585,0,1,0,1,1,1
1,59.92681699425199,0,1,1,0,1,1
2,29.99,1,8,1,0,2,1
1,29.99,0,9,1,0,3,1
3,403.3607836372091,0,1,0,1,1,1
2,511.12226734469664,1,4,0,1,1,1
1,732.7086088025054,1,5,1,0,3,1
3,449.21843662847107,0,11,0,0,1,1
1,332.7198980337737,0,1,0,1,1,1
1,340.7222502792325,0,4,1,0,1,1
1,497.82266868415496,0,10,0,1,1,1
1,135.20160020702667,0,1,1,0,3,1
1,107.68286025662638,0,12,0,0,1,1
2,277.84833154983795,1,9,1,0,1,1
3,425.3230810141707,0,2,0,1,2,1
1,163.0116278395387,1,10,1,0,2,1
1,29.99,0,9,1,0,1,1
2,29.99,1,9,0,1,2,1
1,60.0624377714765,0,9,0,1,1,1
1,128.8392450227568,0,9,0,1,2,1
2,949.6024955834932,1,1,1,0,2,1
2,29.99,0,10,1,0,1,1
1,114.87407666814757,0,12,0,0,2,1
1,51.60845174937548,1,5,0,1,1,1
2,155.5770324754261,0,1,0,1,1,1
2,68.29263772185564,0,4,1,0,2,1
1,381.91535778519443,0,6,0,0,1,1
1,277.611902147988,1,8,1,0,1,1
1,121.94234263471144,0,3,1,0,1,1
1,29.99,1,4,0,1,2,1
1,446.66766096202076,0,3,1,0,1,1
1,30.61580623048689,0,10,0,1,2,1
1,102.29810586413598,1,2,0,1,1,1
2,918.6708581348363,1,2,1,1,1,1
1,45.77128358917312,0,2,1,0,2,1
3,868.0437342003423,1,2,0,1,1,1
1,455.2214353871904,0,9,1,0,1,1
2,254.1297329222191,0,2,0,1,2,1
1,246.68046146367672,1,2,0,1,1,1
2,126.35592016553632,0,3,1,0,1,1
2,526.496960220729,1,7,1,0,2,1
2,87.1906620664512,0,4,1,0,1,1
1,29.99,0,10,0,1,2,1
2,143.1363883150016,0,1,1,0,1,1
2,294.72080641678497,0,6,1,1,2,1
2,83.0916013823031,0,9,0,0,1,1
1,31.36581279583849,1,11,1,0,3,1
2,212.03143927625538,0,9,1,0,1,1
1,1001.9915841979408,1,5,0,1,2,1
2,389.66739558243836,0,8,0,0,2,1
1,38.65960807746098,0,5,0,0,1,1
1,55.31307366184484,1,7,0,0,1,1
1,1142.0408555876131,1,1,1,1,2,1
1,29.99,0,1,1,0,2,1
1,167.50595925960164,1,2,0,0,1,1
2,421.83488490537115,0,10,0,0,1,1
1,48.821129557595846,0,10,1,0,2,1
1,136.80575873180172,1,1,0,0,3,1
1,29.99,0,8,1,0,1,1
1,70.60905532430031,0,9,0,1,2,1
1,90.37727012607466,1,7,1,0,1,1
1,46.89637693801424,0,10,0,0,2,1
2,248.18905449127547,0,9,0,1,1,1
1,29.99,0,3,1,0,2,1
2,407.6848809973513,0,8,1,0,2,1
2,143.088480266831,0,2,1,0,1,1
1,41.90603023970914,0,11,1,0,1,1
1,187.16349952130847,0,3,1,0,1,1
1,296.72881472682656,0,8,1,0,2,1
1,173.42235154638436,0,1,0,1,3,1
2,1336.0261122554946,1,1,0,0,1,1
1,318.1187417984407,0,5,0,1,1,1
1,63.26052271397101,0,8,0,1,2,1
2,55.67851014444144,0,5,1,0,1,1
2,207.7953706599937,0,3,1,0,1,1
1,29.99,1,4,1,0,1,1
2,718.1100975533427,1,1,1,1,1,1
1,52.51662493647432,1,8,1,0,2,1
1,308.7237252944287,0,1,0,1,1,1
2,854.5138585133298,1,1,1,0,1,1
1,164.7296907656591,0,7,0,0,1,1
1,149.35015507969266,0,7,0,1,2,1
2,402.2056741966095,0,2,1,1,1,1
2,311.59554104516985,0,5,0,1,2,1
1,267.32895944327953,1,2,0,1,1,1
1,134.8249654818313,0,10,1,0,2,1
3,340.33276503672704,0,6,0,0,2,1
1,162.84911631237824,1,10,1,0,2,1
1,98.71846217780578,0,6,1,0,2,1
1,137.14645981320362,0,2,0,0,1,1
1,29.99,0,6,1,0,1,1
1,770.5188211393371,1,3,0,1,2,1
1,490.67131878716145,0,11,0,0,2,1
1,354.5550208035172,0,10,0,1,1,1
1,109.30420332400227,1,9,1,0,1,1
1,253.71283284131252,0,2,0,1,1,1
1,44.18022204037154,0,8,0,1,1,1
2,245.4849598725653,0,7,0,0,2,1
1,427.5945607874359,0,6,0,1,1,1
2,1616.3480763521954,1,1,0,1,2,1
1,117.08367389142482,0,7,0,0,1,1
1,213.08836480926826,0,11,1,1,1,1
1,160.76805110476033,0,11,1,0,1,1
2,822.7583724636361,1,1,1,0,2,1
2,949.7330041142866,1,1,1,0,2,1
1,49.09625753956971,1,5,1,0,2,1
1,662.8146431593862,1,2,1,0,2,1
1,124.26554966818075,1,3,1,0,1,1
1,1178.2262966052776,1,1,0,0,1,1
1,63.228832007106405,0,5,0,0,2,1
1,48.5418647170481,0,1,0,1,3,1
2,247.54738440487966,0,2,1,0,1,1
1,69.56815267252958,0,9,1,0,1,1
2,398.5588543366474,0,1,1,0,3,1
2,260.5659732376945,0,11,1,0,1,1
1,258.84711679592726,0,2,0,1,1,1
1,55.374515972276015,1,1,0,0,1,1
1,122.05308680961056,0,3,1,0,1,1
2,179.62093286854912,0,1,0,0,1,1
1,261.53635127760384,0,2,1,0,1,1
2,454.0700750163972,0,4,1,0,2,1
1,318.50334667794516,0,1,0,1,1,1
1,389.75320922307066,0,3,1,0,1,1
2,230.04919567667403,0,11,1,1,1,1
1,29.99,1,9,1,0,1,1
1,270.86586244559385,0,11,0,1,1,1
1,119.96127451776583,0,3,1,0,1,1
2,688.3196300431862,1,4,0,0,2,1
1,39.008569900500326,0,4,0,0,1,1
1,1221.978626150453,1,6,1,1,2,1
1,891.2574474842677,1,1,1,0,1,1
2,1528.8476070371105,1,2,1,1,1,1
1,162.91777849468284,1,10,0,0,2,1
1,496.23261822988104,0,4,1,0,1,1
1,30.125748517273593,1,3,1,0,2,1
1,57.0070066400121,0,3,0,0,1,1
2,86.1612461829998,1,10,0,1,1,1
2,205.9232407449149,0,3,0,1,1,1
2,410.2994196724861,0,1,1,0,1,1
1,29.99,0,7,1,0,2,1
1,29.99,0,2,1,0,3,1
2,527.1175551435671,1,7,1,0,2,1
2,333.99031993557577,0,1,0,1,1,1
1,250.6597792151705,0,3,1,0,1,1
1,232.70392448397763,0,9,0,0,1,1
1,124.48163281164494,0,10,1,0,1,1
2,302.1419905536431,0,1,1,0,1,1
1,104.60679446599276,0,10,0,1,1,1
1,114.09851455794575,0,1,0,1,1,1
1,480.91392851243546,0,7,1,0,3,1
2,472.1581906918526,0,8,1,1,2,1
1,604.3888817601569,1,1,0,1,1,1
2,691.9713890368567,1,1,0,1,1,1
1,63.98930025759724,0,7,1,0,1,1
1,298.11247775696876,0,2,1,0,2,1
1,287.79434396261,0,1,0,1,1,1
2,223.88424568162023,0,1,0,0,1,1
2,29.99,0,12,0,1,1,1
1,220.8312553949869,0,10,0,1,2,1
1,62.50767033644647,0,8,0,1,1,1
2,585.2602176055794,1,2,0,0,2,1
1,920.5472013515113,1,3,1,1,1,1
1,83.10480796570629,0,9,1,0,1,1
1,95.75158736275095,1,2,1,0,1,1
1,299.6248298687711,0,7,1,0,1,1
1,173.231807233693,0,4,1,0,2,1
2,1110.6908224243161,1,2,0,1,1,1
1,426.7867042778715,0,2,1,0,1,1
1,44.51705969005684,0,6,1,0,2,1
1,94.39260507469702,0,9,1,0,1,1
1,853.7284529502515,1,5,1,1,1,1
2,364.41208365521067,0,7,1,0,2,1
1,132.0308160248945,1,9,0,0,1,1
2,200.13564931101536,0,9,0,1,3,1
1,280.8143045605981,0,2,0,1,1,1
1,210.911136143784,0,3,1,1,1,1
1,75.55409006716731,0,11,0,0,2,1
3,375.9824865360115,0,1,0,0,1,1
1,45.731648473266716,0,9,0,1,2,1
1,356.33365365505915,0,11,0,1,2,1
2,1076.420564589685,1,1,1,0,1,1
3,412.9424204097536,0,1,1,0,1,1
1,148.75328369222427,1,6,0,1,1,1
2,29.99,1,2,1,0,1,1
1,45.74619338232648,0,3,1,0,2,1
1,33.23346625793667,0,7,0,0,3,1
1,301.10809215332574,0,3,1,0,1,1
2,327.68993334073957,0,1,0,1,1,1
1,197.74261366906453,0,6,0,0,2,1
2,190.39982251363867,0,7,0,0,1,1
1,29.99,1,2,1,0,1,1
1,271.4240338284271,0,4,0,1,2,1
2,93.2685735894086,0,2,1,0,2,1
2,243.39967846617438,0,3,0,1,2,1
1,363.5877218986588,0,10,0,0,2,1
2,501.959276557988,0,7,1,0,1,1
2,290.04841116153784,0,2,0,1,1,1
1,277.42713349785805,0,1,1,0,1,1
1,31.8709928080357,1,10,1,0,3,1
1,278.3418924678507,0,11,1,0,1,1
2,871.4321686897536,1,2,1,0,2,1
1,589.9795772961302,1,1,0,0,1,1
2,525.2200466614635,1,1,1,0,1,1
2,29.99,1,5,1,0,1,1
2,413.10494594862826,0,9,0,1,1,1
1,100.32974842861574,0,2,0,1,3,1
1,587.3134622277646,1,1,0,1,1,1
1,297.8101308366823,0,3,1,1,1,1
2,29.99,1,1,0,1,2,1
2,462.8856578903235,0,1,0,1,1,1
2,391.64653359239674,0,9,0,0,1,1
2,1077.6516866085203,1,1,0,0,2,1
1,391.94856850768167,0,3,0,1,1,1
2,337.4098708819565,0,10,0,0,2,1
3,411.71956075852705,0,7,0,0,2,1
2,229.4057058466231,0,9,1,1,1,1
2,228.90776227870234,0,2,0,1,1,1
1,29.99,0,8,1,0,1,1
1,213.87690435632777,0,10,1,0,1,1
1,508.6869473185209,1,5,0,0,1,1
2,32.20011482188194,0,9,1,0,1,1
1,29.99,1,8,0,1,2,1
2,335.1120945372756,0,1,0,1,1,1
1,147.1923672719955,0,1,0,1,1,1
2,408.27131451197084,0,4,0,0,2,1
2,69.03138357641203,0,1,0,1,1,1
1,29.99,1,11,0,1,1,1
1,370.9177281632262,0,3,1,0,2,1
1,116.74313627263493,1,9,0,1,3,1
1,183.26238931992134,0,3,1,0,2,1
2,569.4914659607155,1,1,0,1,1,1
2,38.56458994220273,0,6,0,0,1,1
1,32.72164003271475,0,9,0,0,2,1
3,298.24245171177773,0,9,0,1,1,1
1,376.102841317552,0,1,1,0,1,1
2,29.99,1,3,1,0,2,1
2,98.93677001328611,0,2,0,1,1,1
1,542.6852363197127,1,7,0,1,2,1
1,551.7505305867771,1,7,1,0,1,1
2,118.0809795126047,0,2,0,0,1,1
1,310.535468867657,0,3,0,1,1,1
1,29.99,1,9,1,0,1,1
1,81.65788331980512,0,2,1,0,1,1
2,29.99,0,6,0,1,1,1
1,29.99,0,4,0,1,2,1
1,438.6341186257918,0,11,1,0,1,1
1,42.16755031168637,0,11,1,0,2,1
1,213.84692190765747,1,7,1,0,1,1
1,128.99419963215394,0,4,0,0,1,1
1,167.4461333882774,0,2,0,0,2,1
2,563.401848124541,1,2,1,0,1,1
2,919.1050646734684,1,3,1,1,1,1
1,1318.2706559795865,1,2,0,1,1,1
1,406.46220186975705,0,1,1,0,1,1
2,388.8008543225762,0,1,0,1,3,1
2,138.85647258523284,0,2,0,1,2,1
1,89.40520820063735,1,11,1,0,1,1
1,382.9662480832441,0,2,1,0,2,1
1,931.5908725728407,1,5,1,1,2,1
1,129.5513178688563,0,2,0,1,2,1
1,235.03859393480985,0,2,0,0,1,1
1,78.60836514669882,1,8,1,0,1,1
3,867.3598661779747,1,1,0,1,1,1
1,134.52497183897094,0,10,1,0,2,1
1,504.06324727693135,1,2,1,0,1,1
2,52.661058908928815,0,1,1,0,2,1
1,171.58224839561697,0,9,1,0,3,1
1,137.40796487251265,0,4,1,0,1,1
2,312.6597245230624,0,6,0,1,2,1
1,193.34421481329477,0,3,1,0,1,1
1,137.75839131318446,0,6,0,1,1,1
1,190.6380478146958,0,3,0,0,3,1
1,91.4271664346732,0,2,0,1,1,1
1,525.8123134372347,1,11,0,1,1,1
2,402.52894630362624,0,3,0,1,1,1
1,43.82921434841907,0,1,0,1,1,1
2,158.7338580316596,0,4,1,0,2,1
2,242.56278907251433,0,6,0,1,1,1
1,390.9697749412591,0,5,0,1,2,1
2,69.9188164817172,0,1,0,1,1,1
3,377.81498025184874,0,10,0,1,2,1
2,179.08661532741564,0,1,1,0,1,1
2,29.99,0,1,0,1,3,1
2,334.9414096072343,0,1,0,1,1,1
1,98.2913467820038,0,5,0,1,1,1
2,140.45214119630904,1,1,0,0,2,1
1,87.86902379222865,0,8,0,1,1,1
2,339.209023823859,0,1,0,1,2,1
2,29.99,0,2,1,0,3,1
2,1090.8724453015259,1,2,1,0,3,1
2,258.6643465565843,0,1,0,1,1,1
1,29.99,1,10,0,1,2,1
1,29.99,0,1,0,1,1,1
1,82.7481057542167,0,5,1,0,1,1
2,29.99,0,9,0,1,2,1
1,49.07925018005844,0,11,0,1,2,1
1,29.99,0,1,1,0,1,1
1,194.69424419266454,0,11,0,0,1,1
2,467.3496703724869,0,2,1,0,1,1
1,60.474857220676384,1,1,0,0,1,1
2,75.35255254361621,0,9,0,1,3,1
1,243.5672934656856,0,3,0,0,1,1
1,323.33787759890754,0,1,1,0,2,1
2,463.03857760441184,0,1,1,0,1,1
2,438.001758133746,0,12,1,0,1,1
1,321.58518637622643,0,2,1,0,1,1
2,945.8784326079564,1,3,1,1,1,1
2,29.99,0,9,1,0,1,1
1,247.3043261839115,1,11,1,1,1,1
1,390.1746232592686,0,5,1,1,1,1
1,224.30857292330788,1,1,1,0,3,1
2,65.85968038248245,0,2,1,0,1,1
2,33.768362191377555,0,2,0,0,2,1
1,137.310611856233,0,10,1,0,1,1
3,243.2729612656444,0,2,0,1,1,1
2,133.02438796167792,0,1,0,0,2,1
1,1032.2667800562863,1,4,1,0,1,1
2,494.52936205101383,0,3,0,1,1,1
1,395.75676133059983,0,2,0,1,2,1
1,159.20412423067245,0,6,1,0,2,1
1,29.99,0,1,0,1,1,1
1,30.39872727333325,0,9,1,0,1,1
1,29.99,0,8,0,1,1,1
2,150.30703743942342,0,10,0,0,1,1
1,62.781274318996715,0,10,0,1,1,1
1,77.22303299910713,0,10,0,0,3,1
1,201.67683697420037,0,3,0,1,2,1
2,302.097804800309,0,1,1,0,1,1
2,302.37318717904503,0,1,1,0,2,1
1,348.23079986197837,0,10,1,0,1,1
3,412.53280282047626,0,1,1,0,2,1
2,415.1673415446619,0,3,0,1,1,1
1,669.9026427196454,1,2,0,1,1,1
1,186.50293863359633,0,1,0,1,1,1
1,41.62145259568349,1,8,1,0,1,1
1,176.11074728569997,0,1,1,0,2,1
2,774.1438458490027,1,1,1,0,2,1
1,38.57667715906742,0,4,0,1,1,1
1,125.19942072132179,0,11,0,0,1,1
1,117.98620868506366,0,9,0,1,1,1
2,29.99,1,8,1,0,1,1
2,29.99,0,3,1,0,3,1
1,68.33744077518556,0,1,1,0,1,1
3,639.8782184209014,1,2,1,1,1,1
2,1261.0072940152097,1,1,1,1,2,1
1,195.51375053285102,0,1,1,0,3,1
1,178.96300985881848,0,5,1,0,1,1
1,301.3150018573188,0,8,0,1,1,1
1,307.5850762070972,0,1,1,0,2,1
1,134.24440483361627,0,3,1,0,1,1
1,250.22007071376115,0,3,1,0,1,1
1,64.17701533715922,0,6,0,0,2,1
2,29.99,1,9,0,1,2,1
1,39.9273044524149,0,11,1,0,1,1
3,659.7983334748245,1,6,1,1,1,1
3,255.21656835871133,0,3,0,1,2,1
1,526.9492336498,1,11,0,1,1,1
1,279.51919251404235,0,1,1,0,2,1
2,544.0781705920589,1,2,1,0,1,1
1,77.6364609389614,0,10,0,1,2,1
1,369.0467045149415,0,8,0,1,1,1
1,117.62752185542973,0,1,0,1,2,1
1,131.4169216298455,0,6,0,0,3,1
3,408.7237295586002,0,5,0,1,2,1
1,214.69460895366552,0,3,0,1,2,1
2,34.63577306094431,0,4,0,0,2,1
1,54.097497889970505,0,2,1,0,3,1
3,345.9597366823875,0,1,0,0,1,1
2,239.02085989598552,0,10,1,1,1,1
1,101.33286629236989,0,1,1,0,1,1
2,29.99,1,3,1,0,1,1
1,320.164137953757,0,1,0,0,1,1
2,1494.8505242446834,1,1,0,0,1,1
2,29.99,1,5,1,0,3,1
1,382.78341803811713,0,10,0,0,1,1
2,418.5564668912362,0,3,0,1,1,1
2,544.7284283788616,1,2,1,0,2,1
2,665.9400622668874,1,1,1,0,1,1
1,167.0238844973924,0,9,0,1,3,1
2,29.99,0,1,1,0,2,1
3,304.68412471087805,0,2,1,0,1,1
1,50.93623084709486,0,4,0,0,1,1
3,750.3746698968896,1,7,1,0,2,1
2,591.6914448327456,1,4,0,0,1,1
1,1103.7251070333448,1,2,1,1,2,1
1,29.99,0,3,1,0,1,1
1,422.4868969518144,0,6,0,1,2,1
1,238.0486554362421,0,1,1,0,2,1
1,180.0276358659937,0,3,0,1,1,1
1,137.93864990994234,0,4,1,0,1,1
1,269.38430860478,1,2,1,0,1,1
1,172.76624467825258,0,11,0,0,2,1
1,76.18547172960842,0,2,0,1,2,1
1,29.99,1,2,1,0,1,1
1,264.22529415315216,0,6,0,0,3,1
2,174.0916530777753,0,4,1,0,2,1
1,46.20243210242578,1,9,0,1,1,1
2,508.319758228919,1,1,1,0,1,1
1,481.9031638306156,0,1,0,0,1,1
2,988.9940556966177,1,1,1,0,1,1
1,366.27012896590253,0,9,0,1,3,1
1,227.79919299361333,0,9,0,0,1,1
3,440.69444418023573,0,6,1,0,2,1
2,448.59850543925035,1,2,0,1,1,1
1,204.06840122967003,0,8,1,0,1,1
1,29.99,0,2,0,1,1,1
1,69.17628888844982,0,9,1,0,1,1
1,158.95810051879303,0,8,0,0,3,1
2,57.75986394788179,1,3,1,0,2,1
1,634.6838878703503,1,2,1,0,1,1
2,29.99,0,11,0,1,1,1
1,29.99,0,11,0,1,1,1
2,47.35556823206092,0,2,0,0,1,1
2,260.9013832124847,0,11,0,1,1,1
1,170.07942374839138,0,10,1,0,1,1
1,223.70696063587422,1,5,1,0,1,1
2,29.99,0,8,0,1,1,1
1,168.82687790658736,0,2,0,0,1,1
1,72.76673468721293,0,9,1,0,1,1
1,189.90859321708157,0,8,1,0,1,1
1,107.79688146729417,1,3,1,0,2,1
2,334.0553011566819,0,1,0,1,1,1
1,117.6692616786603,0,1,0,0,3,1
2,52.16608361146564,0,1,1,0,2,1
1,193.99655581189253,0,2,1,0,1,1
2,1028.0013395264793,1,1,0,1,2,1
1,253.29110215152727,0,2,0,1,1,1
1,29.99,0,3,0,1,1,1
1,55.252944221112756,0,3,0,0,3,1
1,29.99,1,9,1,0,1,1
1,43.72024401045677,0,6,1,0,2,1
2,215.53214189698122,0,10,1,0,2,1
1,139.84923562175393,0,6,0,1,1,1
1,29.99,1,2,0,1,1,1
1,44.19367730616296,0,7,0,1,1,1
2,321.0462707804577,0,2,1,0,1,1
1,75.29869264938264,0,1,0,1,3,1
1,196.45528365732545,0,1,1,0,2,1
1,252.43319536934774,1,3,0,1,1,1
2,341.0442554977087,0,9,1,0,2,1
2,431.29029857506896,0,2,1,0,2,1
2,82.19053577193603,1,10,1,0,1,1
2,259.6634090902049,0,6,1,0,1,1
1,333.05860295549746,0,9,0,1,2,1
1,109.49812139765746,1,2,1,0,1,1
2,1270.5731455002035,1,1,1,1,3,1
2,67.96165732177889,1,2,0,1,2,1
1,29.99,1,9,1,0,2,1
2,229.58030789874823,0,2,1,1,1,1
2,391.80218071275146,0,7,0,1,2,1
2,709.9817377186188,1,4,0,1,1,1
1,287.719855400954,0,9,1,0,1,1
1,338.75986624029497,0,1,1,1,2,1
2,300.98651701422074,0,1,0,1,2,1
3,220.224865150252,0,5,0,0,2,1
2,150.59229621198526,0,9,0,1,2,1
1,825.7233406028921,1,4,1,1,1,1
1,92.48820623307529,1,10,0,0,2,1
2,642.4018884639385,1,9,1,1,1,1
1,181.98493338664963,0,2,1,0,1,1
1,134.2827255613984,0,3,1,0,1,1
2,1066.589188336557,1,3,1,0,1,1
1,77.39026985664916,1,3,1,0,2,1
2,359.37414001350794,0,2,0,1,1,1
1,70.753118417071,0,9,0,1,2,1
2,187.69858435804952,0,3,0,0,1,1
1,149.1687663252927,0,8,1,0,1,1
2,90.56031821891418,0,11,0,0,1,1
1,50.67410576628576,1,4,0,0,2,1
1,542.7778258520706,1,6,0,1,2,1
1,271.46439883069763,0,2,0,1,2,1
1,656.0097499950674,1,3,1,1,1,1
1,29.99,0,9,0,1,3,1
1,223.8368013759932,0,4,1,0,1,1
1,80.65256328810071,0,4,0,1,1,1
1,228.55169987876835,0,1,1,0,1,1
1,95.9272232149274,1,4,1,0,1,1
1,481.0168928727626,0,7,1,0,2,1
1,288.62703268288294,1,7,1,0,1,1
1,279.7933929887925,0,1,1,0,1,1
1,185.4604420328151,0,9,1,0,1,1
1,254.65583092456544,0,9,0,0,1,1
2,48.89032253617662,0,4,1,0,1,1
1,770.5105673281116,1,3,0,1,2,1
2,696.1945220460603,1,2,1,1,2,1
1,341.4409295006695,0,1,0,1,2,1
1,374.55150670182024,0,8,0,1,1,1
2,1173.641883358025,1,1,0,0,2,1
1,29.99,1,2,1,0,1,1
3,449.3923701844564,0,1,0,0,2,1
2,418.3906266406524,1,3,1,1,1,1
2,29.99,1,4,1,0,3,1
1,229.3092849981288,0,2,1,0,1,1
1,187.47597799125438,0,9,1,0,1,1
1,32.112520494938764,0,4,0,1,1,1
3,304.3407358865923,0,2,1,1,1,1
1,80.44440751723333,0,2,1,0,1,1
1,472.4942358957023,0,2,0,1,1,1
1,207.93403342944268,0,4,0,0,1,1
1,29.99,0,7,1,0,2,1
1,519.3780084464157,1,1,0,0,2,1
2,29.99,0,12,0,1,1,1
1,602.877804457438,1,1,1,0,1,1
1,164.62870503347443,0,6,1,0,3,1
1,250.58241259733035,0,1,1,1,1,1
3,616.243995423784,1,3,1,0,1,1
1,276.9159267759592,0,9,0,0,1,1
2,377.8838647639136,0,4,0,1,1,1
1,34.82881392173579,0,10,1,0,2,1
2,153.2946257285032,0,8,1,0,1,1
1,101.60145511400493,1,12,1,0,1,1
1,138.17946110852537,0,2,0,0,1,1
2,1239.049622630065,1,4,0,1,1,1
2,275.70076897003474,0,2,1,1,1,1
2,292.73117749903946,0,6,0,1,1,1
1,573.750683750247,1,1,1,0,1,1
1,79.23636439527729,0,8,1,0,2,1
1,304.34433228522187,0,9,0,1,1,1
1,218.58745450356943,0,2,0,1,1,1
1,179.62682666383262,0,1,0,0,1,1
1,44.900474519493365,1,1,0,1,2,1
2,104.61412489135186,0,3,1,0,1,1
2,417.2835905768958,0,3,1,0,1,1
1,265.6430129722949,0,9,0,1,1,1
1,218.6460053876989,0,2,1,0,2,1
1,229.53714610687317,0,9,1,0,1,1
2,29.99,0,10,1,0,1,1
1,113.29028354045924,0,8,0,0,1,1
2,326.6348299550116,0,1,0,0,2,1
2,29.99,1,3,1,0,1,1
1,237.82162017200758,1,10,1,0,2,1
1,74.23475943549309,1,3,1,0,1,1
1,163.68597128295417,0,3,0,1,1,1
2,181.73026908505463,1,5,0,0,1,1
1,105.76664118155587,1,4,1,0,1,1
1,57.24817794318104,0,10,0,0,1,1
1,248.49766206988963,0,9,0,1,1,1
2,90.96168291092457,0,3,1,0,1,1
2,1119.5132677266106,1,6,1,1,1,1
1,49.11600048512414,0,12,1,0,1,1
3,287.3618608146587,0,1,0,1,2,1
1,38.550205113233574,0,11,0,1,1,1
1,204.3248684909546,1,6,1,0,1,1
1,119.20394261315006,0,2,0,1,1,1
1,228.81528181407583,0,3,0,1,1,1
1,29.99,0,8,0,1,2,1
2,29.99,0,4,1,0,2,1
1,240.40246099686658,0,1,0,1,2,1
1,65.95399374066857,1,1,1,0,1,1
1,89.74925059536307,0,4,1,0,1,1
2,209.12829354138512,0,1,1,0,1,1
1,80.48549999519881,0,1,0,0,2,1
2,228.51504852198892,0,2,1,0,1,1
1,167.12321026338276,0,2,0,0,2,1
1,340.9315925278032,0,1,1,1,2,1
1,71.61339400416205,0,1,1,0,1,1
1,173.92595880116073,0,1,0,1,2,1
1,72.28512172182133,0,8,1,0,1,1
1,141.9238727447741,0,9,1,0,1,1
2,239.6725474793666,0,4,0,0,3,1
2,259.7541033780064,1,5,0,1,1,1
2,49.67619797031911,0,9,1,0,3,1
1,186.8719901691846,0,11,0,0,2,1
1,79.61124681578782,0,5,1,0,1,1
1,887.2822157221505,1,1,1,1,1,1
1,406.3253259561613,0,1,1,0,2,1
1,29.99,0,9,0,1,3,1
2,54.693670706329065,0,9,0,1,2,1
1,34.982276516825436,0,10,1,0,1,1
1,29.99,1,11,0,1,1,1
1,82.37529823273148,1,9,1,0,1,1
1,32.20840677588009,0,1,0,1,2,1
1,151.37894297301733,1,3,1,0,1,1
2,29.99,0,4,0,1,1,1
1,59.49423826151754,0,6,1,0,1,1
1,133.69123300843543,0,10,0,0,1,1
1,457.97827322313873,0,10,0,1,2,1
1,30.222622881014054,1,10,0,1,2,1
1,41.57941614716326,1,7,1,0,1,1
1,29.99,1,5,0,1,1,1
1,396.17565332261614,0,2,1,1,1,1
1,300.8083845053839,0,9,0,1,2,1
2,29.99,1,9,0,1,1,1
2,880.0432613708729,1,1,1,0,2,1
1,52.78641064156459,0,4,0,0,1,1
1,411.1302727325078,0,3,1,0,2,1
1,204.0494737783546,0,10,0,0,3,1
1,754.3133252436461,1,4,1,0,1,1
1,161.62493508061957,0,1,0,0,2,1
1,79.81755548752425,0,4,0,0,3,1
2,219.68680667703,0,9,0,1,1,1
1,229.01455086960786,0,3,1,0,1,1
1,183.39071934862434,1,4,0,1,2,1
2,1182.400859450912,1,1,1,0,2,1
1,165.40399328746392,0,1,1,0,1,1
1,51.53196831732023,0,10,1,0,1,1
1,840.8535234635505,1,1,0,1,2,1
1,416.24210806091264,0,2,0,1,2,1
1,58.790371036048356,0,7,0,0,2,1
1,317.9639840411212,0,6,0,0,2,1
2,178.62747166020992,0,10,1,0,1,1
2,494.20928256497183,0,3,0,1,1,1
1,238.92489465621915,1,1,0,1,1,1
1,117.34463915577359,0,1,0,1,2,1
1,81.81724375719013,0,10,0,1,1,1
1,60.29617048898887,0,8,0,1,1,1
1,35.438721635436025,1,10,1,0,1,1
1,265.15605480139044,0,2,0,1,1,1
1,128.5147535318427,0,6,0,1,2,1
2,70.81155234452861,1,8,0,0,1,1
1,170.02646589571438,1,10,1,0,2,1
1,214.55158940160112,0,9,1,1,1,1
1,227.29541813751376,0,10,0,1,2,1
2,210.6511791350808,0,1,1,0,2,1
1,33.43235630009334,0,5,0,0,2,1
1,48.61174564965592,0,1,0,1,3,1
3,247.22320030452116,0,8,1,1,2,1
2,424.0232889192577,0,4,0,1,1,1
2,171.1541611732566,0,2,0,0,3,1
3,683.5279578049713,1,1,0,1,1,1
2,29.99,0,6,1,0,1,1
2,134.92957881183818,0,5,1,0,1,1
2,408.02114647862135,0,5,0,0,1,1
1,180.02893659372523,1,10,1,0,1,1
1,77.57090816777145,0,9,0,1,2,1
1,29.99,0,1,1,0,2,1
1,169.06022940354094,1,8,0,1,1,1
1,1479.06758714937,1,4,0,1,1,1
3,370.5239272103944,0,5,0,0,2,1
2,482.5769811743268,0,2,0,1,2,1
1,166.95406798999818,0,9,0,1,3,1
1,44.29041733931358,0,7,0,1,2,1
