,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
62945,10,244.91,0,1,3,1,2,0,0
56606,9,279.79,1,1,3,0,3,-1,0
34887,4,1137.38,0,1,2,1,3,-1,0
52317,3,43.47,0,1,2,1,1,-1,0
62033,7,61.94,0,1,1,1,1,-1,0
40879,9,352.94,0,1,2,0,1,1,1
57195,4,604.36,0,1,1,1,3,0,0
5106,5,171.65,0,1,1,0,1,0,1
36136,2,195.3,0,1,3,0,2,1,1
26017,7,29.99,1,0,2,1,2,0,0
28641,9,35.54,0,1,1,1,1,0,0
36593,4,29.99,1,0,1,1,1,0,1
36331,2,463.3,1,0,2,0,3,-1,0
51924,10,53.66,1,0,2,0,2,0,0
44897,8,183.21,1,0,3,1,1,0,1
10971,8,509.23,1,0,2,1,1,1,1
8338,12,212.87,1,1,1,1,1,1,0
38243,1,374.54,1,1,2,0,1,1,0
622,5,30.59,0,1,2,1,1,-1,0
1736,7,389.27,1,0,2,1,1,0,0
6288,5,807.39,0,1,1,1,1,-1,0
22002,3,462.51,0,1,1,0,2,1,0
12066,9,29.99,1,0,2,1,2,0,0
32662,10,160.52,0,1,2,1,1,-1,0
40774,5,226.26,1,1,1,1,1,0,0
42224,8,712.94,1,1,2,1,1,-1,0
39065,4,48.61,0,1,1,0,2,0,0
42366,5,477.98,1,0,2,0,3,1,0
60731,3,270.15,1,0,2,0,2,-1,1
19100,9,29.99,0,1,1,1,2,1,0
16210,2,351.08,1,0,2,1,1,1,1
3795,6,378.17,1,0,1,0,1,1,0
42237,2,183.13,0,1,1,1,2,-1,0
24385,5,753.55,0,1,1,1,1,0,0
57326,2,183.77,0,1,3,0,1,1,1
14309,1,66.41,1,0,2,0,1,-1,0
32657,4,997.02,1,1,1,1,2,1,0
56779,6,73.19,1,0,1,0,2,1,0
2611,10,378.94,0,1,1,0,2,0,0
30092,5,477.57,1,1,1,0,3,-1,1
34133,2,804.84,0,1,1,1,3,1,0
62698,4,65.33,1,0,2,0,1,0,0
2995,7,606.82,1,0,3,1,1,0,0
5646,2,518.76,1,0,1,1,3,-1,1
13652,1,227.23,1,0,3,0,2,-1,0
32456,4,112.62,0,1,1,0,2,1,0
4207,10,112.7,0,1,1,1,1,1,0
39036,3,222.3,1,0,1,0,2,-1,0
26770,5,792.07,1,0,2,1,3,0,1
16021,1,138.48,1,0,2,1,1,0,1
19080,2,169.12,1,0,3,0,2,1,0
9053,9,41.84,0,1,2,1,2,-1,0
15691,5,176.08,0,1,1,1,1,0,0
7175,9,29.99,1,0,1,0,1,0,0
23953,1,90.02,1,0,2,1,1,0,0
4186,10,108.45,1,0,2,1,1,-1,0
31769,2,413.6,1,0,2,0,2,0,0
39128,3,476.55,1,0,2,0,2,-1,0
44232,6,29.99,1,0,1,1,2,0,0
43104,1,249.17,0,1,2,0,2,1,1
3224,5,29.99,1,0,2,1,1,-1,0
5188,3,365.67,0,1,2,1,1,1,0
51475,4,304.86,1,0,1,1,2,1,0
11965,2,136.46,1,0,1,0,2,0,0
30804,1,159.42,1,0,2,1,1,-1,0
17466,7,59.23,1,0,1,0,2,0,0
45754,11,103.56,1,0,2,1,2,1,0
39942,1,229.22,0,1,2,0,3,0,0
13438,12,29.99,0,1,1,0,1,0,0
35227,3,133.18,1,0,1,0,2,-1,1
35718,7,319.44,1,0,2,0,2,1,0
45798,2,213.28,0,1,2,1,2,0,0
34151,1,222.24,1,0,3,0,2,1,0
55205,4,65.33,0,1,2,0,2,-1,0
54676,5,366.19,1,0,3,1,2,0,0
12344,7,48.29,0,1,1,1,2,-1,0
26066,7,29.99,1,0,2,0,2,0,0
55659,1,372.86,1,0,1,1,1,1,0
8680,10,265.75,0,1,1,0,3,-1,0
36306,6,93.96,0,1,1,0,1,0,1
57433,3,29.99,1,0,2,0,2,1,0
14755,9,29.99,1,0,2,1,1,0,0
18545,10,86.83,0,1,2,0,2,-1,0
8992,6,171.93,0,1,1,0,1,1,0
2279,9,622.17,1,0,2,1,1,0,0
44434,9,261.46,0,1,1,0,2,-1,0
54459,2,59.5,0,1,1,1,2,0,0
11183,1,1192.97,0,1,2,1,1,0,0
43034,1,29.99,0,1,2,0,1,0,0
13901,1,647.72,0,1,2,1,3,1,1
7910,3,167.13,0,1,1,0,2,-1,1
11543,6,241.73,0,1,3,0,1,1,0
15059,2,29.99,1,0,2,0,1,0,0
60946,1,302.45,1,0,1,0,1,1,0
60322,1,180.4,0,1,3,1,2,0,0
25229,7,149.73,0,1,2,1,1,-1,0
37053,7,29.99,0,1,2,1,2,1,0
42970,10,135.46,1,0,3,0,2,0,0
43874,10,29.99,0,1,2,1,1,1,0
10134,1,808.69,1,0,1,1,1,-1,0
12722,2,29.99,0,1,1,1,2,-1,0
48687,9,163.53,0,1,1,0,1,-1,0
60561,5,306.25,1,0,1,0,1,1,0
42745,7,378.59,1,0,1,0,3,0,0
37451,12,34.74,1,0,2,0,2,-1,0
7055,3,118.68,0,1,1,1,2,0,0
51230,2,254.37,1,1,1,0,1,0,1
24069,5,29.99,0,1,2,0,2,1,0
23622,1,363.46,0,1,2,0,3,0,0
11282,2,727.42,1,1,1,1,1,1,0
60239,1,85.63,0,1,2,0,1,-1,0
60091,11,343.99,0,1,1,0,2,1,0
37663,8,77.28,0,1,1,0,2,-1,0
8284,11,135.26,0,1,1,1,2,1,0
61267,6,63.7,1,0,2,0,2,0,0
25419,11,43.16,0,1,2,1,1,-1,0
33695,4,29.99,1,0,1,1,1,1,0
12037,1,1453.71,0,1,2,1,2,-1,1
52969,11,324.28,1,0,1,1,1,-1,0
55646,8,291.34,1,1,1,1,1,1,0
37974,1,179.29,0,1,2,1,1,-1,0
59452,8,29.99,1,0,1,1,1,0,0
49720,9,66.71,0,1,1,1,1,-1,0
3085,7,362.95,0,1,1,1,2,-1,0
20552,2,578.57,1,1,1,1,1,0,0
45502,1,77.17,1,0,1,0,1,0,0
28969,9,413.86,1,1,1,1,2,1,0
62886,9,34.58,1,0,2,1,1,1,0
30720,9,73.62,1,0,2,0,1,1,0
3011,10,510.03,1,0,2,1,3,1,0
63331,2,39.37,0,1,2,1,1,1,0
13345,9,76.24,1,0,3,1,1,0,0
54845,7,142.71,0,1,2,0,2,-1,0
48038,9,29.99,1,0,2,1,2,-1,0
48083,3,416.72,0,1,1,0,3,1,0
60179,10,51.96,0,1,1,1,2,1,0
22579,2,198.75,0,1,1,0,1,0,0
49711,7,29.99,1,0,2,1,2,0,0
35647,11,136.54,0,1,3,0,1,1,0
7981,2,1464.7,0,1,3,1,3,-1,0
9234,10,78.86,1,0,3,1,2,1,0
8040,5,81.54,1,0,2,1,1,0,0
15243,4,497.74,1,0,2,0,3,1,0
2650,8,266.44,1,1,3,1,1,-1,1
58579,12,313.02,0,1,2,1,1,-1,0
1340,10,29.99,1,0,1,1,2,0,0
1539,8,236.28,1,1,2,1,3,-1,1
28036,9,388.58,0,1,3,0,2,-1,0
53494,4,50.85,0,1,2,0,1,-1,0
42538,6,29.99,1,0,2,0,2,0,0
16995,3,63.19,0,1,2,1,2,1,1
25049,2,158.64,0,1,2,1,1,-1,0
28719,1,227.59,1,1,1,0,2,1,0
27719,10,30.19,0,1,1,1,2,0,0
17724,2,69.75,1,0,1,0,2,1,0
2839,9,29.99,0,1,2,1,1,1,0
34582,1,29.99,0,1,3,1,1,1,0
30413,10,382.69,1,0,1,0,2,1,0
12333,8,29.99,1,0,1,1,2,0,0
58633,4,49.94,1,0,2,0,1,0,0
32210,5,182.83,0,1,1,0,2,0,0
20621,10,47.92,0,1,1,0,2,-1,0
50670,1,450.96,1,0,1,0,2,1,0
18686,1,64.84,1,0,1,1,2,-1,0
30131,2,315.61,1,0,1,0,2,0,0
58508,1,507.82,0,1,2,1,2,0,0
32006,2,63.83,1,0,1,1,2,0,0
25851,3,185.7,0,1,1,1,1,0,0
45701,9,45.78,0,1,2,0,2,1,0
37274,3,53.79,1,0,2,0,2,-1,0
31565,1,309.85,1,1,1,0,3,1,1
52623,1,552.34,0,1,1,1,2,0,0
12335,6,35.58,1,0,1,1,1,0,0
22515,4,34.98,1,0,1,1,1,0,0
20873,10,508.35,0,1,1,1,1,0,0
29569,6,48.43,0,1,2,0,2,1,1
33075,10,230.41,0,1,1,1,1,1,0
57925,1,174.21,0,1,3,0,1,-1,0
56067,3,119.17,1,0,1,1,2,1,0
27799,2,173.73,1,0,2,0,2,0,0
19736,7,349.22,1,0,2,0,3,0,0
2267,7,213.78,1,1,1,0,1,-1,0
10188,9,261.29,0,1,2,1,1,1,0
23489,2,326.45,0,1,2,1,3,0,0
62087,9,357.45,1,1,3,0,2,0,0
50698,9,58.56,1,0,2,0,2,0,0
55741,3,290.12,0,1,1,1,2,0,1
14978,6,29.99,0,1,1,1,1,0,0
9901,2,29.99,0,1,1,1,1,0,0
50965,2,429.75,1,1,1,1,1,1,0
59347,5,29.99,1,0,1,1,1,1,0
53205,11,211.35,1,0,3,1,1,1,0
176,3,39.83,0,1,2,1,2,-1,1
17944,2,100.87,0,1,1,0,2,-1,0
57415,2,68.43,0,1,2,0,1,-1,0
6978,2,126.43,1,0,1,1,2,-1,0
6100,3,135.69,1,0,1,1,1,1,0
14642,2,302.04,1,0,1,0,3,-1,0
2127,10,112.67,0,1,3,0,2,1,0
37502,3,51.82,0,1,2,1,1,1,0
53484,3,801.3,1,0,1,1,1,0,0
15836,1,54.58,0,1,2,0,2,1,0
27124,1,143.13,0,1,3,0,1,-1,0
25253,10,166.4,1,0,1,0,2,1,0
33000,5,101.17,0,1,1,1,2,0,0
56391,4,64.52,0,1,1,1,2,0,1
63759,11,87.64,0,1,1,1,2,0,0
43450,2,128.61,1,0,1,1,2,-1,0
57503,3,696.34,1,1,2,1,3,1,1
11653,4,398.81,1,0,1,0,1,0,1
52749,12,85.77,1,0,1,1,1,1,0
6875,12,33.74,1,0,2,1,1,0,0
49248,7,39.69,1,0,1,0,1,-1,0
39820,8,226.67,0,1,3,0,1,1,1
30190,1,53.82,1,0,1,1,1,0,0
17140,12,321.47,0,1,1,0,1,0,0
48165,2,502.87,0,1,2,1,3,0,0
15195,5,126.72,0,1,2,0,2,1,1
38371,5,187.31,1,0,3,1,2,-1,0
13721,6,85.26,0,1,1,0,2,-1,0
27522,10,114.02,1,0,3,0,2,1,0
9249,1,396.71,0,1,1,0,2,1,0
52296,10,534.4,1,0,1,1,2,0,0
43388,7,34.98,0,1,1,0,1,0,0
22429,3,124.16,0,1,2,0,1,1,1
17702,8,72.7,1,0,2,0,2,-1,1
51284,9,29.99,1,0,1,1,2,0,0
57363,11,29.99,0,1,1,0,2,1,0
49895,9,29.99,1,0,2,1,2,-1,0
33097,2,29.99,0,1,3,1,1,1,0
4975,6,191.36,1,0,2,0,2,-1,0
48495,12,438.13,0,1,1,1,2,1,1
20991,9,480.83,0,1,1,0,1,1,0
22390,12,56.06,1,0,2,0,2,-1,0
34739,1,1454.8,1,1,3,1,3,1,1
38810,5,237.2,0,1,1,1,3,1,0
27545,11,128.15,0,1,2,1,2,0,0
34911,6,781.81,1,0,1,1,3,-1,0
27294,2,48.22,1,0,1,0,2,-1,0
9160,3,396.79,1,1,3,0,2,1,1
5226,2,323.56,0,1,1,0,2,0,0
29904,9,820.73,0,1,3,1,2,0,0
27056,3,73.08,1,0,2,1,1,-1,1
47317,10,143.16,0,1,2,1,1,0,0
44886,9,78.37,1,0,3,0,2,1,0
46107,2,253.77,1,0,1,0,3,0,0
23200,5,135.39,1,0,3,0,1,1,0
59131,8,40.18,1,0,2,1,1,0,0
9732,6,34.8,1,0,3,1,2,-1,0
25918,1,30.73,0,1,2,1,2,-1,1
54492,12,109.49,1,0,1,1,2,-1,0
44709,3,112.53,1,0,2,0,1,1,0
31341,1,310.58,1,0,1,0,1,0,0
59780,3,663.97,1,1,1,1,1,-1,0
4590,4,125.73,0,1,1,1,2,1,0
58697,6,89.28,0,1,1,1,1,0,1
37015,3,29.99,0,1,2,0,2,-1,0
51690,3,29.99,1,0,2,0,1,0,0
22053,2,205.0,1,0,1,0,2,1,0
29786,7,562.62,1,0,1,1,3,0,0
59924,4,122.6,1,0,1,0,1,1,0
62115,2,286.5,1,1,1,0,1,-1,1
46826,3,280.55,1,0,3,0,1,-1,0
54116,6,265.27,1,0,2,0,3,0,0
7296,3,65.72,0,1,3,1,1,0,0
5744,7,116.57,0,1,3,0,1,-1,0
20594,7,494.78,1,1,1,0,1,-1,0
57430,1,1057.19,1,0,2,1,2,1,1
25775,11,29.99,0,1,1,0,2,1,0
5675,9,128.32,0,1,1,1,2,0,0
45974,6,237.18,1,1,3,1,2,1,0
55727,12,65.85,1,0,2,0,1,1,0
58791,1,29.99,1,0,2,1,1,-1,0
34229,6,323.96,0,1,1,0,2,1,0
31967,1,568.13,1,1,1,1,3,-1,0
4851,6,156.99,1,0,2,0,1,1,0
3419,10,426.64,0,1,1,0,1,1,0
32245,9,29.99,0,1,1,1,1,0,0
61296,4,29.99,1,0,2,0,1,1,0
23375,6,464.53,1,0,2,0,2,0,0
29582,1,418.74,1,0,1,0,1,-1,1
36613,4,40.3,1,0,2,0,2,-1,0
45546,10,29.99,0,1,1,0,1,0,0
28066,10,54.58,1,0,2,0,1,-1,0
45245,9,52.18,1,0,2,1,1,1,1
40678,3,168.97,1,0,2,1,2,-1,0
21018,10,474.18,1,0,3,0,2,1,0
6928,1,186.83,1,0,3,0,1,0,1
58036,7,90.89,0,1,2,0,1,-1,0
39198,6,36.61,1,0,1,1,2,1,0
38733,4,377.77,1,0,1,0,2,0,0
43710,2,29.99,1,0,1,1,1,1,0
1974,11,828.91,1,1,3,1,3,-1,0
37154,2,1259.54,0,1,1,1,3,1,0
49001,1,307.56,1,0,1,0,2,-1,0
18257,11,51.57,0,1,3,1,2,-1,0
62490,1,744.74,1,1,2,1,2,0,0
16915,2,1317.26,1,1,2,1,2,1,0
1251,1,457.23,1,1,1,0,2,-1,0
6727,11,205.97,0,1,2,1,2,0,0
58140,7,735.19,0,1,2,1,2,0,0
45469,9,842.84,0,1,2,1,1,0,0
34158,8,259.0,1,0,2,1,2,0,0
35270,9,29.99,1,0,1,0,2,0,0
51699,3,399.26,1,1,3,0,1,0,1
2724,11,138.87,0,1,1,0,2,1,0
7743,9,94.08,1,0,3,0,1,1,0
27912,6,322.17,1,0,2,0,2,0,0
46338,10,182.24,1,0,2,0,1,-1,0
45036,6,108.62,0,1,3,1,1,0,0
1667,9,200.04,0,1,1,1,2,-1,0
10934,4,491.25,1,0,2,0,1,0,0
1688,10,47.76,1,0,1,1,2,-1,0
2823,3,96.67,0,1,1,0,1,1,0
49025,2,1044.4,1,0,2,1,2,1,0
50177,10,29.99,1,0,2,0,2,-1,0
10973,6,285.16,0,1,2,0,3,1,1
9588,1,481.28,1,0,1,0,1,0,0
61129,5,174.78,1,0,2,0,1,0,0
2273,6,102.53,1,0,1,0,1,1,0
16396,1,255.99,0,1,3,0,2,-1,1
50137,10,29.99,1,0,1,1,2,0,0
16011,9,91.59,1,0,2,0,2,-1,0
50667,10,133.06,1,0,1,1,2,0,0
61556,8,601.97,1,1,2,1,3,-1,1
43386,4,477.78,1,1,2,0,2,1,0
4719,6,53.81,1,0,2,1,1,0,0
16993,8,114.89,1,0,3,0,1,-1,0
20052,6,302.37,0,1,2,0,2,0,0
27869,1,690.78,0,1,2,1,2,-1,0
41650,10,127.97,1,0,2,1,2,-1,0
1803,10,76.9,1,0,2,1,2,0,0
33964,1,628.82,1,0,1,1,3,0,0
5146,7,314.83,1,0,1,1,2,-1,0
31588,11,29.99,0,1,2,1,2,-1,0
17046,12,302.77,0,1,1,0,2,-1,0
27614,10,124.02,0,1,1,0,1,-1,1
54777,6,394.73,1,0,2,0,2,1,0
50702,6,70.9,0,1,2,0,2,0,0
39266,10,554.28,1,0,2,1,3,1,0
4581,1,236.23,0,1,2,1,2,0,0
42191,7,35.49,1,0,2,0,2,-1,0
41103,3,29.99,1,0,1,1,1,1,1
39084,1,29.99,0,1,2,0,1,0,1
14697,4,776.0,1,0,3,1,2,0,1
48946,4,425.28,1,0,3,0,2,0,0
9618,9,540.62,0,1,3,1,3,0,0
56929,11,214.59,0,1,3,0,3,-1,1
61179,6,131.83,0,1,2,1,1,-1,0
5263,1,666.27,1,1,2,1,2,1,0
10366,10,537.03,1,0,1,1,2,0,0
55359,8,146.29,0,1,2,0,2,0,0
16565,10,270.37,1,1,1,1,2,-1,1
18998,7,956.6,0,1,2,1,1,0,0
18460,11,29.99,0,1,1,0,1,0,0
48594,5,213.08,1,0,3,1,3,1,0
22378,6,285.23,0,1,1,1,1,-1,0
2894,9,61.14,1,0,1,0,2,0,0
62942,6,62.36,1,0,1,0,1,0,0
35082,3,694.06,1,0,1,1,1,1,0
53819,1,29.99,1,0,3,0,1,-1,0
14166,3,102.62,0,1,1,0,1,0,0
55723,4,376.22,1,0,1,0,3,-1,1
59567,6,169.07,1,0,3,0,2,1,0
54697,1,210.99,1,1,1,0,3,-1,0
32754,11,50.36,0,1,2,0,2,1,0
3291,1,605.57,1,1,1,1,2,1,0
9030,4,248.07,1,0,2,0,2,1,0
6125,4,434.95,1,0,2,0,3,0,0
8005,9,90.24,1,0,1,1,1,0,0
13443,7,29.99,0,1,2,1,1,0,0
20550,7,155.27,1,0,3,0,1,0,0
132,11,52.08,0,1,2,0,1,1,0
32658,4,41.51,1,0,3,0,1,-1,1
11556,7,335.62,1,0,1,1,1,0,0
45892,11,329.22,1,1,1,0,1,1,0
724,1,522.77,1,0,1,1,3,0,0
25323,1,425.41,0,1,2,0,3,0,0
5548,5,473.17,1,0,1,0,3,1,1
17318,11,34.08,1,0,1,1,2,1,0
56613,6,29.99,0,1,1,0,1,0,0
50907,10,29.99,0,1,2,1,2,-1,0
31518,2,29.99,1,0,1,1,2,0,0
2763,8,347.61,1,0,1,0,2,1,0
44713,4,33.63,0,1,2,1,1,0,0
28901,10,64.1,1,0,2,1,2,0,0
40630,5,433.1,0,1,2,0,3,-1,0
6555,2,29.99,1,0,2,1,1,1,0
26823,1,29.99,0,1,1,1,2,-1,0
26323,2,764.42,1,1,1,1,3,0,0
59265,10,145.79,1,0,2,0,1,0,0
46425,3,184.36,0,1,3,1,2,1,0
12446,8,168.55,1,0,1,0,2,1,0
46137,1,147.28,0,1,1,0,1,1,0
5059,9,52.2,0,1,3,1,2,1,0
29536,10,175.97,1,0,1,0,2,-1,0
19964,9,38.63,1,0,2,1,1,-1,0
63270,1,404.69,0,1,1,1,3,1,0
33821,3,29.99,1,0,2,0,1,1,0
26350,9,400.84,1,1,2,0,1,-1,1
19560,1,1726.14,1,1,1,1,1,1,1
32582,10,29.99,1,0,2,1,2,-1,0
56735,4,370.67,1,0,1,0,3,1,0
60809,6,553.47,0,1,2,1,1,-1,0
9717,9,178.89,0,1,2,0,2,0,0
55617,9,29.99,1,0,3,0,1,-1,0
27405,8,41.87,0,1,1,1,1,1,0
31405,3,140.34,0,1,2,1,2,-1,1
5183,2,91.85,1,0,1,0,2,-1,0
14308,2,330.61,1,1,3,0,2,1,0
14856,2,200.65,1,1,1,1,2,0,0
55239,10,124.63,1,0,2,1,2,1,0
31922,1,265.98,1,0,1,1,3,0,0
45765,2,61.13,0,1,2,1,2,0,0
59569,11,133.7,0,1,2,0,1,-1,1
15055,3,1304.57,1,1,2,1,2,0,0
36721,3,29.99,0,1,1,1,1,1,0
48003,6,714.71,0,1,1,1,1,1,1
54752,7,68.47,1,0,2,0,1,1,0
31163,2,29.99,0,1,3,1,1,-1,1
58356,1,153.31,1,0,2,0,1,1,0
29881,1,50.82,1,0,2,1,2,-1,0
28529,12,29.99,1,0,3,1,1,-1,0
58675,10,477.66,1,0,1,0,3,1,0
13441,5,458.99,0,1,2,0,3,0,0
19144,2,496.58,0,1,2,0,3,-1,0
23110,2,57.81,1,0,1,1,1,1,0
60646,3,832.11,0,1,1,1,2,1,1
23195,1,76.97,1,0,1,1,1,-1,0
9274,2,29.99,1,0,3,1,1,1,0
38003,5,596.1,1,0,2,1,2,0,0
29059,11,415.22,1,0,1,0,3,-1,0
20170,10,56.63,1,0,1,0,1,-1,0
55199,1,579.68,1,1,3,1,3,1,1
23151,4,353.49,1,0,1,0,2,-1,0
56386,9,62.66,0,1,1,1,2,1,0
37040,5,347.4,1,0,1,0,3,1,1
51012,6,250.91,1,0,2,0,3,1,0
29558,1,100.39,0,1,3,1,1,-1,0
49180,9,31.5,0,1,1,1,1,1,0
28933,6,70.57,1,0,2,1,1,1,0
34500,3,89.94,1,0,1,0,1,1,1
26796,10,29.99,0,1,1,1,2,1,0
24043,10,68.66,1,0,1,0,1,-1,0
29861,4,258.97,1,0,1,0,3,0,0
44684,1,72.98,0,1,2,0,1,0,0
57261,2,30.22,0,1,3,0,2,1,0
9056,9,145.86,0,1,2,0,1,-1,0
48756,2,29.99,1,0,1,1,1,1,0
37702,2,104.46,1,0,1,0,1,-1,1
21560,10,53.93,0,1,2,0,1,0,0
60331,7,178.77,0,1,1,0,2,0,1
34306,2,142.24,1,0,1,1,2,1,0
45456,12,29.99,0,1,1,0,1,-1,0
44303,8,445.36,0,1,1,1,1,-1,0
5165,6,169.18,1,0,3,0,2,0,0
15326,10,64.99,1,0,2,1,2,-1,0
46605,10,219.23,1,0,3,0,1,1,0
5577,4,29.99,1,0,2,1,1,-1,0
31422,1,30.53,1,0,1,0,2,1,0
21285,6,73.4,1,0,3,1,2,1,0
52507,2,93.86,1,0,1,0,1,0,0
41694,2,261.04,1,0,3,1,3,-1,0
23831,4,204.27,1,1,3,1,2,-1,0
34737,1,56.91,0,1,1,1,2,-1,0
23645,4,875.64,1,0,2,1,3,1,0
38010,2,154.47,1,0,2,0,2,1,0
55979,7,154.86,0,1,1,0,1,1,0
34976,1,194.49,1,0,1,1,1,-1,0
54479,6,248.38,1,0,1,1,3,1,1
4886,9,162.65,0,1,1,0,2,1,0
16860,7,106.6,1,0,1,1,1,-1,0
55187,5,68.12,1,0,1,1,1,1,0
21672,6,91.25,0,1,2,1,1,-1,0
27597,7,36.42,1,0,2,1,1,1,1
48800,7,187.96,1,0,1,0,1,0,1
4548,9,255.32,0,1,1,1,3,-1,0
25837,10,49.42,1,0,3,0,1,-1,0
42691,2,113.26,1,0,3,1,1,-1,0
5843,11,29.99,0,1,1,1,1,1,0
59030,2,1158.25,1,1,1,1,3,0,0
10444,2,150.87,0,1,2,0,1,1,0
28908,1,176.09,0,1,3,1,1,0,0
51828,4,188.27,1,0,2,1,2,0,0
62164,1,31.35,0,1,3,0,2,0,1
58034,3,41.15,0,1,3,0,1,0,0
14991,5,88.22,0,1,2,0,1,0,0
47291,1,282.53,1,0,1,0,1,-1,1
45417,6,29.99,1,0,1,1,1,1,0
45997,9,136.03,0,1,2,1,2,0,0
30865,1,427.49,1,1,1,0,3,-1,0
49862,10,435.46,0,1,2,0,3,1,0
47171,10,111.59,1,0,1,1,2,1,0
39429,1,163.01,1,0,1,0,2,-1,0
42630,10,29.99,0,1,1,0,1,-1,0
22610,1,53.46,0,1,1,1,1,0,0
4486,9,190.57,0,1,2,0,1,0,0
40391,10,32.74,1,0,2,0,1,0,0
58830,9,71.24,1,0,2,0,1,1,1
10037,3,29.99,1,0,2,1,2,1,0
3556,7,46.13,1,0,3,1,2,0,0
22797,2,300.22,0,1,2,0,3,0,0
38346,3,418.75,1,0,1,0,3,1,0
4338,5,217.36,1,1,2,1,3,-1,0
38339,3,89.69,1,0,3,1,1,0,0
5694,5,100.42,1,0,2,1,1,0,0
55295,1,59.13,0,1,2,1,1,-1,1
15456,1,659.31,1,1,2,1,2,-1,0
25198,7,64.37,0,1,3,1,2,1,1
2488,11,111.58,0,1,2,1,1,-1,0
37391,7,82.48,0,1,1,0,2,0,0
22787,2,258.85,1,0,2,0,3,0,0
3679,5,60.87,0,1,1,1,1,-1,0
49220,8,191.44,1,0,1,1,1,0,0
31954,8,444.66,1,0,1,0,3,0,0
42339,6,29.99,0,1,1,1,1,-1,0
41330,10,56.21,1,0,1,1,2,1,0
12737,4,194.34,1,0,2,0,1,1,0
40922,9,153.92,1,0,1,0,1,-1,0
21888,9,34.09,1,0,2,0,2,0,0
39639,10,338.13,1,0,3,0,1,1,1
38352,9,29.99,0,1,1,0,2,0,0
9180,4,722.28,1,0,1,1,1,0,1
43808,2,403.32,0,1,1,0,3,-1,0
59017,4,29.99,0,1,1,0,2,1,1
42581,6,111.31,1,0,2,1,1,-1,0
47544,7,108.07,0,1,2,1,2,1,0
56472,1,789.65,0,1,1,1,1,-1,0
38876,6,307.01,1,0,2,0,2,0,0
32860,6,356.57,1,1,1,0,3,-1,1
10297,1,1595.77,1,0,2,1,1,-1,0
38678,11,29.99,0,1,2,1,1,1,0
63303,6,286.67,1,0,2,1,3,0,0
44473,11,29.99,1,0,1,1,1,-1,0
35674,5,81.75,0,1,2,1,1,0,1
3009,7,62.24,0,1,2,1,2,1,0
26170,3,424.26,0,1,1,1,2,-1,0
40171,1,115.27,0,1,1,1,2,0,0
10488,11,29.99,1,0,3,1,1,1,0
36343,7,110.0,1,0,2,1,2,0,0
4173,11,273.47,1,1,3,0,1,-1,1
52112,1,54.04,1,0,1,0,1,-1,0
46567,10,62.48,1,0,1,0,2,-1,0
33314,11,74.19,0,1,1,1,2,0,0
6442,9,52.33,1,0,1,0,1,-1,0
57482,1,504.95,0,1,2,1,2,-1,1
27937,7,29.99,0,1,2,0,1,-1,0
8990,8,29.99,1,0,2,1,2,1,0
9889,6,57.65,1,0,1,0,1,1,0
37335,1,503.34,0,1,3,1,1,1,1
11635,5,123.97,1,0,2,0,1,0,0
21654,4,29.99,0,1,2,0,1,0,0
3298,3,178.88,0,1,2,0,2,-1,0
47103,7,79.36,0,1,3,1,2,-1,0
13323,1,237.05,0,1,2,0,2,0,0
12231,8,849.3,1,1,1,1,3,1,1
56574,2,179.05,0,1,2,0,2,0,0
8280,7,364.94,0,1,1,0,2,0,0
62877,7,94.22,0,1,1,1,2,0,0
6914,3,29.99,0,1,1,1,1,0,0
59865,1,605.31,1,1,3,1,2,0,0
1362,8,176.46,1,0,2,0,2,0,0
12192,4,150.92,0,1,1,0,1,0,0
1638,8,154.93,1,0,2,0,1,0,0
63537,11,138.96,0,1,3,1,2,1,0
27469,10,150.17,0,1,2,1,1,1,0
24640,1,507.89,1,0,2,1,1,1,0
30159,2,63.41,1,0,1,1,1,1,0
14439,1,169.88,1,0,1,1,1,-1,1
44384,8,209.25,0,1,1,0,1,-1,0
51982,10,46.05,1,0,2,1,2,1,0
59130,4,115.04,1,0,2,0,2,1,0
62037,9,123.11,0,1,2,1,1,0,0
21865,9,69.41,0,1,2,0,2,0,0
30913,2,29.99,0,1,2,1,1,-1,0
20672,10,353.0,0,1,2,0,3,-1,1
14350,7,165.39,1,0,1,0,2,0,0
1192,1,801.32,0,1,1,1,2,1,1
56203,10,82.62,1,0,1,1,2,-1,0
20420,9,166.93,1,0,1,0,2,1,0
26058,1,94.75,0,1,2,0,2,-1,0
27232,1,314.05,1,0,3,0,1,0,0
10556,1,126.91,0,1,3,1,1,1,1
34940,12,182.03,1,0,3,0,1,0,0
58965,2,807.76,0,1,3,1,3,0,0
46817,10,84.64,1,0,1,1,2,0,0
54356,9,157.54,1,0,2,1,1,-1,0
3791,3,101.69,1,0,1,1,1,-1,1
49697,2,496.18,1,0,3,1,1,0,0
39269,5,29.99,1,0,1,1,2,-1,0
19532,2,29.99,1,0,3,1,2,1,0
41323,2,33.8,0,1,2,0,2,-1,0
60691,11,40.22,0,1,1,1,1,1,0
59212,2,176.54,0,1,2,0,1,1,0
10919,6,53.11,0,1,1,1,2,-1,0
58535,9,292.15,1,1,2,0,1,0,1
17707,4,79.38,1,0,1,1,2,0,0
40777,10,31.24,0,1,1,0,1,1,0
